state,CZ20,PUMA20,PUMA20_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
FL,96,G12008621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA",141534.89007949457,0.030072597924011686,4706440.40921004,4649,100,5070,building_footprint_area
FL,96,G12008623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA,109993.50084903836,0.0233708474527356,4706440.40921004,4777,100,5070,building_footprint_area
FL,96,G12008622,Miami-Dade County (Southwest)--South Miami Heights PUMA,129784.3736315514,0.027575909253536104,4706440.40921004,7360,100,5070,building_footprint_area
FL,96,G12008624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA,103469.62302639149,0.02198468779587895,4706440.40921004,3950,100,5070,building_footprint_area
GA,123,G13000400,Georgia Mountains Regional Commission (North & Northwest) PUMA,16531.36135661695,0.9990053500675822,16547.820645303465,6491,100,5070,building_footprint_area
GA,123,G37002400,"Jackson (South), Macon, Cherokee & Clay Counties PUMA",11.906934350728989,7.195469787804575e-4,16547.820645303465,6,100,5070,building_footprint_area
GA,124,G13000400,Georgia Mountains Regional Commission (North & Northwest) PUMA,36678.659636617405,0.9990391561453644,36713.93599639903,15298,100,5070,building_footprint_area
GA,124,G37002400,"Jackson (South), Macon, Cherokee & Clay Counties PUMA",26.444706931710243,7.202907074388316e-4,36713.93599639903,15,100,5070,building_footprint_area
GA,119,G13000300,Northwest Georgia Regional Commission (Northeast) PUMA,88457.27626792341,0.2495783872390251,354426.82856671605,31711,100,5070,building_footprint_area
GA,124,G13000300,Northwest Georgia Regional Commission (Northeast) PUMA,3.361334890127182,9.155474069728912e-5,36713.93599639903,3,100,5070,building_footprint_area
GA,118,G47003600,Bradley & Polk Counties--Cleveland city PUMA,19.21735307574272,2.4022212818254255e-5,799982.6336206477,9,100,5070,building_footprint_area
GA,118,G13000300,Northwest Georgia Regional Commission (Northeast) PUMA,2.79390549659729,3.4924576849278977e-6,799982.6336206477,1,100,5070,building_footprint_area
GA,110,G13000300,Northwest Georgia Regional Commission (Northeast) PUMA,96954.15470324949,0.20497118968610892,473013.572549997,24978,100,5070,building_footprint_area
GA,110,G13000200,Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA,101803.60519913805,0.21522343354825726,473013.572549997,15393,100,5070,building_footprint_area
GA,118,G13000200,Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA,2.7243252992630005,3.4054805501626394e-6,799982.6336206477,2,100,5070,building_footprint_area
GA,118,G13000100,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA",150957.96139108157,0.18870154806718709,799982.6336206477,33487,100,5070,building_footprint_area
GA,118,G47003403,Hamilton County (North)--Soddy-Daisy city PUMA,33.837266981601715,4.229750192008214e-5,799982.6336206477,6,100,5070,building_footprint_area
GA,118,G47003401,Chattanooga city (South & Central) PUMA,182.82181641459465,2.2853223149002616e-4,799982.6336206477,40,100,5070,building_footprint_area
GA,109,G13000500,Georgia Mountains Regional Commission (Southeast) PUMA,90251.287508026,0.04922899287815773,1833295.4267701325,28333,100,5070,building_footprint_area
GA,118,G47003402,Hamilton County (South)--Chattanooga (North) & Red Bank cities PUMA,1.3086569160223007,1.635856656161947e-6,799982.6336206477,3,100,5070,building_footprint_area
GA,123,G13000500,Georgia Mountains Regional Commission (Southeast) PUMA,4.552354335784912,2.751029536373989e-4,16547.820645303465,1,100,5070,building_footprint_area
GA,8,G01000600,DeKalb & Jackson Counties PUMA,5.788499712944031,1.6603471779241897e-5,348631.8879513481,6,100,5070,building_footprint_area
GA,109,G13000400,Georgia Mountains Regional Commission (North & Northwest) PUMA,87776.06344176573,0.04787884274407865,1833295.4267701325,26956,100,5070,building_footprint_area
GA,118,G01000600,DeKalb & Jackson Counties PUMA,3.349113702774048,4.186483008532657e-6,799982.6336206477,1,100,5070,building_footprint_area
GA,8,G13000100,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA",2.281081795692444,6.542952249998345e-6,348631.8879513481,2,100,5070,building_footprint_area
GA,120,G13000500,Georgia Mountains Regional Commission (Southeast) PUMA,49047.962590843905,0.1737562607585554,282280.26073258417,21059,100,5070,building_footprint_area
GA,119,G13000400,Georgia Mountains Regional Commission (North & Northwest) PUMA,3.675645351409912,1.0370674720855737e-5,354426.82856671605,3,100,5070,building_footprint_area
GA,109,G13000601,Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City PUMA,100921.59216986969,0.05504927939937731,1833295.4267701325,18277,100,5070,building_footprint_area
GA,109,G13000602,Georgia Mountains Regional Commission--Hall County (East)--Gainesville City PUMA,98484.13744876208,0.05371973115226153,1833295.4267701325,13192,100,5070,building_footprint_area
GA,110,G13001000,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",140894.0903632685,0.2978647940347973,473013.572549997,29842,100,5070,building_footprint_area
GA,110,G13000100,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA",24876.383172158152,0.052591267176649026,473013.572549997,7236,100,5070,building_footprint_area
GA,109,G13000300,Northwest Georgia Regional Commission (Northeast) PUMA,0.6905364990234375,3.766640602164227e-7,1833295.4267701325,1,100,5070,building_footprint_area
GA,120,G13001900,Northeast Georgia Regional Commission (East) PUMA,105438.66350913094,0.3735247488984622,282280.26073258417,35619,100,5070,building_footprint_area
GA,119,G13000801,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City PUMA,109554.15605147369,0.3091023230225124,354426.82856671605,19681,100,5070,building_footprint_area
GA,110,G01000700,Etowah & Cherokee Counties PUMA,0.6883479952812195,1.4552394164301952e-6,473013.572549997,1,100,5070,building_footprint_area
GA,110,G13000900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA,108465.41382258176,0.2293071914149294,473013.572549997,19542,100,5070,building_footprint_area
GA,109,G13000701,Atlanta Regional Commission (Northeast)--Forsyth County (North) PUMA,101642.59781553224,0.05544256333776186,1833295.4267701325,14539,100,5070,building_footprint_area
GA,109,G13001700,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,156642.84343364625,0.08544331761609031,1833295.4267701325,30485,100,5070,building_footprint_area
GA,8,G01000700,Etowah & Cherokee Counties PUMA,3.7096086740493774,1.0640474386459614e-5,348631.8879513481,2,100,5070,building_footprint_area
GA,119,G13000802,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities PUMA,156360.64966099616,0.4411648246079751,354426.82856671605,14436,100,5070,building_footprint_area
GA,109,G13000702,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City PUMA,147889.3647737233,0.08066859416884717,1833295.4267701325,13649,100,5070,building_footprint_area
GA,109,G13000801,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City PUMA,4.155399322509766,2.2666283141450227e-6,1833295.4267701325,1,100,5070,building_footprint_area
GA,120,G13001700,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,19.58682608604431,6.938787017984133e-5,282280.26073258417,6,100,5070,building_footprint_area
GA,117,G13001401,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PUMA,141465.91254615784,0.035968037022201464,3933100.726593371,13865,100,5070,building_footprint_area
GA,109,G13001602,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,139053.5857449508,0.07584897868312089,1833295.4267701325,11197,100,5070,building_footprint_area
GA,116,G13003100,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,85992.20967399259,0.1925066982251258,446697.23426158144,31215,100,5070,building_footprint_area
GA,120,G13001800,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,127774.04780652327,0.45264960247280256,282280.26073258417,11649,100,5070,building_footprint_area
GA,109,G13001800,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,23.55320394039154,1.28474677874952e-5,1833295.4267701325,7,100,5070,building_footprint_area
GA,109,G13001401,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PUMA,12.29837417602539,6.708342799770384e-6,1833295.4267701325,1,100,5070,building_footprint_area
GA,109,G13001603,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson PUMA",131103.48508523963,0.07151247047848444,1833295.4267701325,11632,100,5070,building_footprint_area
GA,117,G13001402,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta PUMA,140610.10117301252,0.03575044499173074,3933100.726593371,9125,100,5070,building_footprint_area
GA,109,G13001402,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta PUMA,14.573411703109741,7.949298018369532e-6,1833295.4267701325,3,100,5070,building_footprint_area
GA,117,G13000702,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City PUMA,8.770254135131836,2.229857495342646e-6,3933100.726593371,1,100,5070,building_footprint_area
GA,109,G13001605,Atlanta Regional Commission (Northeast)--Gwinnett County (Central) PUMA,135437.8726470531,0.07387673076000913,1833295.4267701325,7221,100,5070,building_footprint_area
GA,109,G13001604,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUMA,123523.9386540819,0.06737808694134158,1833295.4267701325,8213,100,5070,building_footprint_area
GA,117,G13001302,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,158092.92171154916,0.040195492742562,3933100.726593371,14277,100,5070,building_footprint_area
GA,109,G13001601,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,156527.07992620114,0.08538017257915043,1833295.4267701325,9517,100,5070,building_footprint_area
GA,8,G13001000,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",1.419328212738037,4.0711370984403635e-6,348631.8879513481,1,100,5070,building_footprint_area
GA,119,G13001302,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,15.348501205444336,4.3305133721148845e-5,354426.82856671605,1,100,5070,building_footprint_area
GA,117,G13000801,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City PUMA,31.527243673801422,8.015874971274518e-6,3933100.726593371,3,100,5070,building_footprint_area
GA,117,G13001301,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA,136693.8511088197,0.0347547293118059,3933100.726593371,10479,100,5070,building_footprint_area
GA,117,G13001100,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA,168497.70666065253,0.042840933495897446,3933100.726593371,22823,100,5070,building_footprint_area
GA,109,G13001900,Northeast Georgia Regional Commission (East) PUMA,5.148400783538818,2.8082766739942073e-6,1833295.4267701325,1,100,5070,building_footprint_area
GA,117,G13001403,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PUMA,108107.57166022062,0.027486601329393685,3933100.726593371,7135,100,5070,building_footprint_area
GA,117,G13001303,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA,152054.85321505181,0.03866029979525928,3933100.726593371,8930,100,5070,building_footprint_area
GA,109,G13002000,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",96033.0231926986,0.052382732095660044,1833295.4267701325,19842,100,5070,building_footprint_area
GA,109,G13001403,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PUMA,2.77598237991333,1.5142035153625004e-6,1833295.4267701325,1,100,5070,building_footprint_area
GA,117,G13001501,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities PUMA,151477.556647253,0.038513520801297725,3933100.726593371,7475,100,5070,building_footprint_area
GA,109,G13001606,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City PUMA,131539.0703350827,0.07175006734557011,1833295.4267701325,7009,100,5070,building_footprint_area
GA,117,G13001304,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA,141565.41642257012,0.035993336114019656,3933100.726593371,14708,100,5070,building_footprint_area
GA,109,G13001501,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities PUMA,25.435121536254883,1.3873989519008418e-5,1833295.4267701325,2,100,5070,building_footprint_area
GA,109,G13001607,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,136322.8936365731,0.07435947946302597,1833295.4267701325,12787,100,5070,building_footprint_area
GA,117,G13001502,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities PUMA",128746.11547393166,0.03273399905662834,3933100.726593371,7653,100,5070,building_footprint_area
GA,116,G13003200,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA,155301.5545298513,0.3476662549446372,446697.23426158144,18327,100,5070,building_footprint_area
GA,108,G13002000,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",19886.07097885199,0.1392678042325109,142790.15231439797,7542,100,5070,building_footprint_area
GA,117,G13001503,Atlanta Regional Commission (Central)--DeKalb County (Central) PUMA,124120.10856219195,0.03155782604878715,3933100.726593371,7914,100,5070,building_footprint_area
GA,117,G13001305,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA,174734.01382702542,0.04442652908570947,3933100.726593371,11569,100,5070,building_footprint_area
GA,117,G13001404,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North) PUMA,160479.7900859937,0.04080235957368735,3933100.726593371,7567,100,5070,building_footprint_area
GA,109,G13001502,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities PUMA",28.21798038482666,1.5391943913011662e-5,1833295.4267701325,2,100,5070,building_footprint_area
GA,117,G13001606,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City PUMA,13.506082773208618,3.4339529323234044e-6,3933100.726593371,3,100,5070,building_footprint_area
GA,108,G13003100,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,30002.06187356729,0.2101129621845924,142790.15231439797,11516,100,5070,building_footprint_area
GA,108,G13001900,Northeast Georgia Regional Commission (East) PUMA,18638.059020167217,0.1305276219548362,142790.15231439797,6480,100,5070,building_footprint_area
GA,6,G01001600,"Talladega, Randolph, Cleburne & Clay Counties PUMA",38.740600138902664,8.434705431771253e-5,459299.9773646784,20,100,5070,building_footprint_area
GA,6,G13001000,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",29798.027384357527,0.0648770495381459,459299.9773646784,9378,100,5070,building_footprint_area
GA,117,G13001504,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities PUMA,111342.2515842244,0.028309026217251943,3933100.726593371,5556,100,5070,building_footprint_area
GA,117,G13001607,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,22.492659091949463,5.71881084556696e-6,3933100.726593371,3,100,5070,building_footprint_area
GA,117,G13001506,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUMA,128238.72740192292,0.0326049944601841,3933100.726593371,8439,100,5070,building_footprint_area
GA,117,G13002100,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA,205015.0691196092,0.05212555776500075,3933100.726593371,31121,100,5070,building_footprint_area
GA,116,G13003301,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta PUMA,100576.21060230024,0.22515521227383248,446697.23426158144,7823,100,5070,building_footprint_area
GA,109,G13001506,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUMA,29.74254620075226,1.6223542461539955e-5,1833295.4267701325,2,100,5070,building_footprint_area
GA,117,G13001406,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest) PUMA,152447.90023994585,0.038760232914753646,3933100.726593371,8781,100,5070,building_footprint_area
GA,117,G13001405,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUMA,143768.62620857917,0.036553507322224975,3933100.726593371,4710,100,5070,building_footprint_area
GA,117,G13001200,Atlanta Regional Commission (Southwest)--Douglas County PUMA,144095.01065330254,0.03663649132579157,3933100.726593371,18096,100,5070,building_footprint_area
GA,117,G13001408,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn PUMA,108654.30001607863,0.0276256082844308,3933100.726593371,10490,100,5070,building_footprint_area
GA,117,G13001505,Atlanta Regional Commission (Central)--DeKalb County (Southwest) PUMA,118353.96386209689,0.03009177035865247,3933100.726593371,8672,100,5070,building_footprint_area
GA,6,G13002600,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,118817.81160927517,0.25869326685147065,459299.9773646784,26068,100,5070,building_footprint_area
GA,116,G13003302,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta PUMA,104826.21150326217,0.23466948855536676,446697.23426158144,11889,100,5070,building_footprint_area
GA,117,G13001407,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City PUMA,107164.67252383824,0.02724686703273379,3933100.726593371,6966,100,5070,building_footprint_area
GA,117,G13002600,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,0.6336795687675476,1.611145029881818e-7,3933100.726593371,1,100,5070,building_footprint_area
GA,117,G13002201,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,116282.94879002403,0.029565209963677116,3933100.726593371,15393,100,5070,building_footprint_area
GA,117,G13002301,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park PUMA,154945.76254639495,0.039395320211033646,3933100.726593371,9425,100,5070,building_footprint_area
GA,117,G13002302,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro PUMA",141614.53484660015,0.036005824587477225,3933100.726593371,10874,100,5070,building_footprint_area
GA,117,G13002000,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",14530.287241375074,0.0036943592985375653,3933100.726593371,5463,100,5070,building_footprint_area
GA,108,G13002900,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,74263.96044181148,0.5200916116280605,142790.15231439797,21047,100,5070,building_footprint_area
GA,117,G13002202,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,123876.71010231075,0.03149594142472058,3933100.726593371,16502,100,5070,building_footprint_area
GA,117,G13002400,Atlanta Regional Commission (South Central)--Fayette County PUMA,118808.89553571586,0.03020743779390094,3933100.726593371,19644,100,5070,building_footprint_area
GA,7,G13002500,Three Rivers Regional Commission (North Central)--Coweta County PUMA,145680.65195747704,0.18436867290849068,790159.4650506813,25750,100,5070,building_footprint_area
GA,7,G13001408,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn PUMA,3.6067793369293213,4.564622074985814e-6,790159.4650506813,1,100,5070,building_footprint_area
GA,117,G13002800,Three Rivers Regional Commission (East) PUMA,157234.14380824426,0.03997714646490418,3933100.726593371,39779,100,5070,building_footprint_area
GA,117,G13002500,Three Rivers Regional Commission (North Central)--Coweta County PUMA,2.1382482051849365,5.436545753144151e-7,3933100.726593371,1,100,5070,building_footprint_area
GA,6,G13002700,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",11397.797247128561,0.02481558416903394,459299.9773646784,5242,100,5070,building_footprint_area
GA,115,G13003400,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",157806.7970581737,0.2318851028862765,680538.745671674,33699,100,5070,building_footprint_area
GA,116,G13003400,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",1.0479521751403809,2.346001037755946e-6,446697.23426158144,1,100,5070,building_footprint_area
GA,113,G13002900,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,103622.4259184578,0.22346676716201908,463703.9647301512,31742,100,5070,building_footprint_area
GA,117,G13002900,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,1.9348512291908264,4.91940421486913e-7,3933100.726593371,2,100,5070,building_footprint_area
GA,115,G13003100,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,8600.574299394153,0.012637890721277904,680538.745671674,3130,100,5070,building_footprint_area
GA,113,G13002800,Three Rivers Regional Commission (East) PUMA,1.3460873365402222,2.902902366434514e-6,463703.9647301512,1,100,5070,building_footprint_area
GA,7,G13002700,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",89432.6106071209,0.11318298971636649,790159.4650506813,22022,100,5070,building_footprint_area
GA,115,G13003500,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,33565.82668578671,0.04932243299778342,680538.745671674,11451,100,5070,building_footprint_area
GA,121,G13003500,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,64517.92465798091,0.5402626133766273,119419.56200660556,20479,100,5070,building_footprint_area
GA,113,G13003000,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,156366.53909223137,0.3372119951211278,463703.9647301512,19551,100,5070,building_footprint_area
GA,7,G01002000,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA",5.133017301559448,6.496178972215708e-6,790159.4650506813,4,100,5070,building_footprint_area
GA,7,G13003700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,55020.28874489572,0.06963187961225863,790159.4650506813,20446,100,5070,building_footprint_area
GA,113,G13003600,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,171479.3635142768,0.3698035310396103,463703.9647301512,20979,100,5070,building_footprint_area
GA,113,G13003500,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,32234.290117848665,0.0695148037748764,463703.9647301512,11305,100,5070,building_footprint_area
GA,115,G13004702,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,123882.70708046632,0.18203622919103205,680538.745671674,11932,100,5070,building_footprint_area
GA,115,G13004600,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",124447.89380491339,0.18286672815680252,680538.745671674,18093,100,5070,building_footprint_area
GA,121,G13004500,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,54901.637348624645,0.45973738662337266,119419.56200660556,16726,100,5070,building_footprint_area
GA,122,G13003700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,53607.718756614486,0.9999779137912073,53608.9027740343,16198,100,5070,building_footprint_area
GA,115,G13004500,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,63122.24317961,0.09275334223227803,680538.745671674,19323,100,5070,building_footprint_area
GA,7,G13003800,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,215069.563727275,0.2721850123170774,790159.4650506813,17018,100,5070,building_footprint_area
GA,115,G13004701,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,169075.0310625704,0.24844291693590165,680538.745671674,10514,100,5070,building_footprint_area
GA,111,G13003700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,30887.335423265,0.26630315810846245,115985.61445029848,8808,100,5070,building_footprint_area
GA,111,G13003600,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,0.25597426295280457,2.2069483717094352e-6,115985.61445029848,1,100,5070,building_footprint_area
GA,111,G13003500,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,8712.119505121605,0.07511379360631723,115985.61445029848,3302,100,5070,building_footprint_area
GA,106,G13004500,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,32703.006907209754,0.3451985781103972,94736.79493764043,12565,100,5070,building_footprint_area
GA,114,G13004800,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,94800.92858063662,0.5628374918630912,168433.92622411996,14763,100,5070,building_footprint_area
GA,111,G13004200,Southern Georgia Regional Commission (West) PUMA,76375.57377136184,0.6584917804965363,115985.61445029848,20030,100,5070,building_footprint_area
GA,107,G13004000,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA,118175.56523749325,0.5423862995794615,217880.80806819885,17745,100,5070,building_footprint_area
GA,106,G13004400,Southern Georgia Regional Commission (East & Central) PUMA,62030.63421778381,0.6547681316284224,94736.79493764043,19507,100,5070,building_footprint_area
GA,107,G13003900,Southwest Georgia Regional Commission (West & Central) PUMA,33529.48751649819,0.15388912779322506,217880.80806819885,11956,100,5070,building_footprint_area
GA,107,G13003700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,4.048318386077881,1.8580426711152627e-5,217880.80806819885,2,100,5070,building_footprint_area
GA,122,G13003900,Southwest Georgia Regional Commission (West & Central) PUMA,1.1840174198150635,2.2086208792703502e-5,53608.9027740343,1,100,5070,building_footprint_area
GA,3,G13003700,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,11458.998592983,0.037577396965925894,304943.9162423542,5233,100,5070,building_footprint_area
GA,107,G13004100,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",66171.1513057116,0.30370344176894815,217880.80806819885,20783,100,5070,building_footprint_area
GA,114,G13004400,Southern Georgia Regional Commission (East & Central) PUMA,73599.72222028812,0.43696495041239825,168433.92622411996,21140,100,5070,building_footprint_area
GA,3,G13003900,Southwest Georgia Regional Commission (West & Central) PUMA,16245.979027776513,0.05327530133398372,304943.9162423542,6206,100,5070,building_footprint_area
GA,106,G13004200,Southern Georgia Regional Commission (West) PUMA,3.1538126468658447,3.329026118037676e-5,94736.79493764043,1,100,5070,building_footprint_area
GA,112,G13004200,Southern Georgia Regional Commission (West) PUMA,51537.04543535528,0.27190338077753434,189541.76034141262,17920,100,5070,building_footprint_area
GA,111,G13004100,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",10.329776287078857,8.906084031227266e-5,115985.61445029848,2,100,5070,building_footprint_area
GA,93,G13004800,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,54270.84770735912,0.03043136012515891,1783385.5432078138,7828,100,5070,building_footprint_area
GA,112,G13004400,Southern Georgia Regional Commission (East & Central) PUMA,20032.744974758476,0.10569040267788185,189541.76034141262,5796,100,5070,building_footprint_area
GA,93,G13004400,Southern Georgia Regional Commission (East & Central) PUMA,12333.457489969209,0.006915755001459053,1783385.5432078138,3202,100,5070,building_footprint_area
GA,103,G13003900,Southwest Georgia Regional Commission (West & Central) PUMA,70247.98831787915,0.14081801114443257,498856.5578150938,23825,100,5070,building_footprint_area
GA,112,G13004300,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA,117960.57769354619,0.6223461124401788,189541.76034141262,17172,100,5070,building_footprint_area
GA,103,G13004100,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",45662.386368096806,0.09153410064025265,498856.5578150938,10429,100,5070,building_footprint_area
GA,107,G13004200,Southern Georgia Regional Commission (West) PUMA,0.5556901097297668,2.5504316541539093e-6,217880.80806819885,1,100,5070,building_footprint_area
GA,103,G13004200,Southern Georgia Regional Commission (West) PUMA,2.614160507917404,5.240304987403552e-6,498856.5578150938,3,100,5070,building_footprint_area
GA,112,G12004798,"Hamilton, Lafayette, Madison, Suwannee, & Taylor Counties PUMA",2.0478190779685974,1.0804052227224004e-5,189541.76034141262,2,100,5070,building_footprint_area
GA,99,G12004798,"Hamilton, Lafayette, Madison, Suwannee, & Taylor Counties PUMA",4.9962276220321655,4.032668901487853e-6,1238938.2178608335,3,100,5070,building_footprint_area
GA,103,G12001398,"Calhoun, Franklin, Gadsden, Gulf, Jackson, Jefferson, Liberty, & Wakulla Counties PUMA",23.784273982048035,4.767758107905623e-5,498856.5578150938,10,100,5070,building_footprint_area
GA,93,G12000398,Baker & Nassau Counties PUMA,0.42254528403282166,2.369343441423106e-7,1783385.5432078138,1,100,5070,building_footprint_area
IA,177,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",31036.13223185111,0.31545403164527025,98385.59383749263,16062,100,5070,building_footprint_area
