PUMA2020,state_fips,CZ90,afactor,PUMA20_GISJOIN,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state,PUMA200_GEOID
00300,06,38300,2.297468727048558e-5,G06000300,"Los Angeles city, CA",4.3842814564704895,2.297468727048558e-5,190830.95255458623,2,100,5070,building_footprint_area,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA",CA,0600300
02903,06,37100,1,G06002903,"Bakersfield city, CA",168136.145478338,1,168136.145478338,6770,100,5070,building_footprint_area,Kern County (Central)--Bakersfield City (Northeast) PUMA,CA,0602903
02908,06,37100,1,G06002908,"Bakersfield city, CA",170098.5698348116,1,170098.5698348116,6798,100,5070,building_footprint_area,Kern County (Central)--Bakersfield City (Southwest) PUMA,CA,0602908
02904,06,37100,1,G06002904,"Bakersfield city, CA",113830.64304391296,1,113830.64304391296,4919,100,5070,building_footprint_area,Kern County (Central)--Bakersfield City (Southeast) PUMA,CA,0602904
07101,06,37100,5.357839394206886e-5,G06007101,"Bakersfield city, CA",7.402721256017685,5.357839394206886e-5,138166.1657126529,5,100,5070,building_footprint_area,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,CA,0607101
08302,06,38200,0.9999139340559292,G06008302,"Santa Barbara city, CA",82674.8919351683,0.9999139340559292,82682.00804024795,10771,100,5070,building_footprint_area,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA",CA,0608302
08301,06,38200,1,G06008301,"Santa Barbara city, CA",133579.29757253197,1,133579.29757253197,4473,100,5070,building_footprint_area,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA,CA,0608301
11107,06,38300,0.9992913557486788,G06011107,"Los Angeles city, CA",110381.72075194702,0.9992913557486788,110459.99759424316,10538,100,5070,building_footprint_area,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA",CA,0611107
11107,06,38200,3.0749229176274437e-4,G06011107,"Santa Barbara city, CA",33.96559780836105,3.0749229176274437e-4,110459.99759424316,7,100,5070,building_footprint_area,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA",CA,0611107
02906,06,38300,3.925362890925578e-5,G06002906,"Los Angeles city, CA",6.0823721289634705,3.925362890925578e-5,154950.56885120962,2,100,5070,building_footprint_area,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA",CA,0602906
02905,06,38300,2.0914943860427445e-5,G06002905,"Los Angeles city, CA",4,2.0914943860427445e-5,191250.81217972015,3,100,5070,building_footprint_area,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",CA,0602905
03772,06,38300,0.9999822619017368,G06003772,"Los Angeles city, CA",102963.86425089985,0.9999822619017368,102965.69066643863,13752,100,5070,building_footprint_area,Los Angeles County (North/Unincorporated)--Castaic PUMA,CA,0603772
03772,06,37100,1.773809826328059e-5,G06003772,"Bakersfield city, CA",1.8264155387878416,1.773809826328059e-5,102965.69066643863,1,100,5070,building_footprint_area,Los Angeles County (North/Unincorporated)--Castaic PUMA,CA,0603772
03703,06,37100,2.5157226397971237e-4,G06003703,"Bakersfield city, CA",45.416460409760475,2.5157226397971237e-4,180530.4753842936,19,100,5070,building_footprint_area,Los Angeles County (North Central)--Lancaster City PUMA,CA,0603703
08303,06,38200,0.9999075085524952,G06008303,"Santa Barbara city, CA",205736.44172124565,0.9999075085524952,205755.47234271467,11923,100,5070,building_footprint_area,Santa Barbara County--South Coast Region PUMA,CA,0608303
03703,06,38300,0.9997484277360202,G06003703,"Los Angeles city, CA",180485.05892388383,0.9997484277360202,180530.4753842936,8098,100,5070,building_footprint_area,Los Angeles County (North Central)--Lancaster City PUMA,CA,0603703
03704,06,38300,1,G06003704,"Los Angeles city, CA",186930.33620782197,1,186930.33620782197,8842,100,5070,building_footprint_area,Los Angeles County (North Central)--Palmdale City PUMA,CA,0603704
08303,06,38300,5.9164853181424365e-6,G06008303,"Los Angeles city, CA",1.2173492312431335,5.9164853181424365e-6,205755.47234271467,2,100,5070,building_footprint_area,Santa Barbara County--South Coast Region PUMA,CA,0608303
07102,06,38300,1,G06007102,"Los Angeles city, CA",188113.95739993453,1,188113.95739993453,8838,100,5070,building_footprint_area,San Bernardino County (West Central)--Victorville & Adelanto Cities PUMA,CA,0607102
03773,06,38300,1,G06003773,"Los Angeles city, CA",126664.62425006926,1,126664.62425006926,4647,100,5070,building_footprint_area,Los Angeles County (Northwest)--Santa Clarita City (North) PUMA,CA,0603773
11104,06,38300,1,G06011104,"Los Angeles city, CA",127223.79816309595,1,127223.79816309595,4640,100,5070,building_footprint_area,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA,CA,0611104
03771,06,38300,1,G06003771,"Los Angeles city, CA",107850.5255341893,1,107850.5255341893,4694,100,5070,building_footprint_area,Los Angeles County (Northwest)--Santa Clarita City (South) PUMA,CA,0603771
11108,06,38300,1,G06011108,"Los Angeles city, CA",129078.26962595432,1,129078.26962595432,5881,100,5070,building_footprint_area,Ventura County (Southeast)--Simi Valley City PUMA,CA,0611108
07103,06,38300,1,G06007103,"Los Angeles city, CA",182701.1043687379,1,182701.1043687379,18759,100,5070,building_footprint_area,San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA,CA,0607103
11109,06,38300,0.998967484773128,G06011109,"Los Angeles city, CA",130037.11530032915,0.998967484773128,130171.51937619016,7723,100,5070,building_footprint_area,Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA,CA,0611109
11103,06,38300,0.9963648206549756,G06011103,"Los Angeles city, CA",193971.4135072967,0.9963648206549756,194679.10697588325,4267,100,5070,building_footprint_area,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA,CA,0611103
03709,06,38300,1,G06003709,"Los Angeles city, CA",111445.31206811965,1,111445.31206811965,5975,100,5070,building_footprint_area,Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA,CA,0603709
07104,06,38300,1,G06007104,"Los Angeles city, CA",119100.99843909778,1,119100.99843909778,22359,100,5070,building_footprint_area,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City PUMA",CA,0607104
03706,06,38300,1,G06003706,"Los Angeles city, CA",142872.95971132908,1,142872.95971132908,4610,100,5070,building_footprint_area,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,CA,0603706
11102,06,38300,1,G06011102,"Los Angeles city, CA",150318.75528215244,1,150318.75528215244,8500,100,5070,building_footprint_area,Ventura County (Southeast)--Thousand Oaks City PUMA,CA,0611102
03705,06,38300,1,G06003705,"Los Angeles city, CA",179287.1790173333,1,179287.1790173333,6820,100,5070,building_footprint_area,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA,CA,0603705
03707,06,38300,1,G06003707,"Los Angeles city, CA",148355.67003010772,1,148355.67003010772,3314,100,5070,building_footprint_area,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,CA,0603707
03723,06,38300,1,G06003723,"Los Angeles city, CA",142712.78951247782,1,142712.78951247782,2445,100,5070,building_footprint_area,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA,CA,0603723
03708,06,38300,1,G06003708,"Los Angeles city, CA",137111.3072806336,1,137111.3072806336,4805,100,5070,building_footprint_area,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA",CA,0603708
03725,06,38300,1,G06003725,"Los Angeles city, CA",182038.6965758782,1,182038.6965758782,5671,100,5070,building_footprint_area,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA",CA,0603725
03724,06,38300,1,G06003724,"Los Angeles city, CA",173493.6763289841,1,173493.6763289841,5635,100,5070,building_footprint_area,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA,CA,0603724
03774,06,38300,0.9983198191664714,G06003774,"Los Angeles city, CA",140073.8845161968,0.9983198191664714,140309.6300673955,11416,100,5070,building_footprint_area,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA",CA,0603774
03722,06,38300,1,G06003722,"Los Angeles city, CA",166101.8536823131,1,166101.8536823131,3043,100,5070,building_footprint_area,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA,CA,0603722
03719,06,38300,1,G06003719,"Los Angeles city, CA",195920.3752149772,1,195920.3752149772,4474,100,5070,building_footprint_area,Los Angeles County (Central)--Glendale City PUMA,CA,0603719
03721,06,38300,1,G06003721,"Los Angeles city, CA",135552.36666333303,1,135552.36666333303,2431,100,5070,building_footprint_area,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA,CA,0603721
03720,06,38300,1,G06003720,"Los Angeles city, CA",122889.35744093172,1,122889.35744093172,3487,100,5070,building_footprint_area,Los Angeles County (Central)--Burbank City PUMA,CA,0603720
03775,06,38300,1,G06003775,"Los Angeles city, CA",115901.63816880436,1,115901.63816880436,5752,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (Central) PUMA,CA,0603775
03718,06,38300,1,G06003718,"Los Angeles city, CA",136723.36152653163,1,136723.36152653163,4326,100,5070,building_footprint_area,Los Angeles County (Central)--Pasadena City PUMA,CA,0603718
03731,06,38300,1,G06003731,"Los Angeles city, CA",109371.83242343646,1,109371.83242343646,3163,100,5070,building_footprint_area,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA,CA,0603731
03732,06,38300,1,G06003732,"Los Angeles city, CA",172177.64731150866,1,172177.64731150866,2473,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (East Central & Hollywood) PUMA,CA,0603732
03735,06,38300,1,G06003735,"Los Angeles city, CA",182688.20852069557,1,182688.20852069557,4185,100,5070,building_footprint_area,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park) PUMA",CA,0603735
03717,06,38300,1,G06003717,"Los Angeles city, CA",190348.40336982903,1,190348.40336982903,6576,100,5070,building_footprint_area,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA",CA,0603717
03776,06,38300,1,G06003776,"Los Angeles city, CA",105991.97558166832,1,105991.97558166832,1496,100,5070,building_footprint_area,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles) PUMA,CA,0603776
03734,06,38300,1,G06003734,"Los Angeles city, CA",191998.845702596,1,191998.845702596,2428,100,5070,building_footprint_area,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA",CA,0603734
03736,06,38300,1,G06003736,"Los Angeles city, CA",115629.42936953902,1,115629.42936953902,2687,100,5070,building_footprint_area,Los Angeles County (Central)--Alhambra & South Pasadena Cities PUMA,CA,0603736
03710,06,38300,1,G06003710,"Los Angeles city, CA",180510.49522361343,1,180510.49522361343,5094,100,5070,building_footprint_area,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA",CA,0603710
03730,06,38300,1,G06003730,"Los Angeles city, CA",167379.548427511,1,167379.548427511,2903,100,5070,building_footprint_area,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA,CA,0603730
03728,06,38300,0.999716855780464,G06003728,"Los Angeles city, CA",106494.013818766,0.999716855780464,106524.17552330624,2151,100,5070,building_footprint_area,Los Angeles County (Southwest)--Santa Monica City PUMA,CA,0603728
03770,06,38300,1,G06003770,"Los Angeles city, CA",100531.18170093933,1,100531.18170093933,1896,100,5070,building_footprint_area,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) PUMA",CA,0603770
03733,06,38300,1,G06003733,"Los Angeles city, CA",113342.28935548665,1,113342.28935548665,706,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA,CA,0603733
03744,06,38300,1,G06003744,"Los Angeles city, CA",188783.34083225392,1,188783.34083225392,2555,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA,CA,0603744
03711,06,38300,1,G06003711,"Los Angeles city, CA",163881.26466874406,1,163881.26466874406,7786,100,5070,building_footprint_area,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA",CA,0603711
03747,06,38300,1,G06003747,"Los Angeles city, CA",164037.0041602617,1,164037.0041602617,3176,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA,CA,0603747
03737,06,38300,1,G06003737,"Los Angeles city, CA",125893.61084921286,1,125893.61084921286,3119,100,5070,building_footprint_area,Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA,CA,0603737
03746,06,38300,1,G06003746,"Los Angeles city, CA",108858.8802510947,1,108858.8802510947,1272,100,5070,building_footprint_area,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA,CA,0603746
03748,06,38300,1,G06003748,"Los Angeles city, CA",187969.73726086412,1,187969.73726086412,4194,100,5070,building_footprint_area,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA,CA,0603748
03738,06,38300,1,G06003738,"Los Angeles city, CA",127317.5991971346,1,127317.5991971346,2848,100,5070,building_footprint_area,Los Angeles County (Central)--El Monte & South El Monte Cities PUMA,CA,0603738
07112,06,38300,1,G06007112,"Los Angeles city, CA",127238.05446329711,1,127238.05446329711,4915,100,5070,building_footprint_area,San Bernardino County (Southwest)--Upland & Montclair Cities PUMA,CA,0607112
03743,06,38300,1,G06003743,"Los Angeles city, CA",115272.59795126878,1,115272.59795126878,1672,100,5070,building_footprint_area,Los Angeles County (Central)--East Los Angeles PUMA,CA,0603743
07111,06,38300,1,G06007111,"Los Angeles city, CA",174520.62939773686,1,174520.62939773686,7028,100,5070,building_footprint_area,San Bernardino County (Southwest)--Rancho Cucamonga City PUMA,CA,0607111
03713,06,38300,1,G06003713,"Los Angeles city, CA",114913.69822993246,1,114913.69822993246,4742,100,5070,building_footprint_area,Los Angeles County (East Central)--Covina & Walnut Cities PUMA,CA,0603713
07117,06,38300,1,G06007117,"Los Angeles city, CA",110607.30390101673,1,110607.30390101673,3642,100,5070,building_footprint_area,San Bernardino County (Southwest)--Rialto City PUMA,CA,0607117
03715,06,38300,1,G06003715,"Los Angeles city, CA",120378.91843570767,1,120378.91843570767,3419,100,5070,building_footprint_area,Los Angeles County (East Central)--West Covina City PUMA,CA,0603715
07115,06,38300,1,G06007115,"Los Angeles city, CA",121797.1667769514,1,121797.1667769514,3962,100,5070,building_footprint_area,San Bernardino County (Southwest)--Fontana City (West) PUMA,CA,0607115
03745,06,38300,1,G06003745,"Los Angeles city, CA",121641.11120904982,1,121641.11120904982,1328,100,5070,building_footprint_area,Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA,CA,0603745
07108,06,38300,1,G06007108,"Los Angeles city, CA",177850.24755778862,1,177850.24755778862,6055,100,5070,building_footprint_area,San Bernardino County (Southwest)--San Bernardino City (West) PUMA,CA,0607108
03750,06,38300,1,G06003750,"Los Angeles city, CA",178119.6760164518,1,178119.6760164518,2799,100,5070,building_footprint_area,Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA,CA,0603750
03740,06,38300,1,G06003740,"Los Angeles city, CA",127531.32097445989,1,127531.32097445989,3148,100,5070,building_footprint_area,Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA,CA,0603740
03716,06,38300,1,G06003716,"Los Angeles city, CA",104740.83767269387,1,104740.83767269387,2855,100,5070,building_footprint_area,Los Angeles County (East Central)--La Puente & Industry Cities PUMA,CA,0603716
03712,06,38300,1,G06003712,"Los Angeles city, CA",151458.9317094423,1,151458.9317094423,4300,100,5070,building_footprint_area,Los Angeles County (East Central)--Pomona City PUMA,CA,0603712
03742,06,38300,1,G06003742,"Los Angeles city, CA",129012.73943049971,1,129012.73943049971,1778,100,5070,building_footprint_area,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA",CA,0603742
03778,06,38300,1,G06003778,"Los Angeles city, CA",111030.77179564165,1,111030.77179564165,1953,100,5070,building_footprint_area,Los Angeles County (Central)--Inglewood City PUMA,CA,0603778
03741,06,38300,1,G06003741,"Los Angeles city, CA",133142.63305254094,1,133142.63305254094,1987,100,5070,building_footprint_area,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA",CA,0603741
03751,06,38300,1,G06003751,"Los Angeles city, CA",157204.8160902583,1,157204.8160902583,2083,100,5070,building_footprint_area,Los Angeles County (South Central)--LA City (South Central/Watts) PUMA,CA,0603751
07107,06,38300,1,G06007107,"Los Angeles city, CA",113477.27091298495,1,113477.27091298495,4082,100,5070,building_footprint_area,San Bernardino County (Southwest)--San Bernardino City (East) PUMA,CA,0607107
03739,06,38300,1,G06003739,"Los Angeles city, CA",170881.4086087849,1,170881.4086087849,6175,100,5070,building_footprint_area,Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA,CA,0603739
07110,06,38300,1,G06007110,"Los Angeles city, CA",110882.02702022064,1,110882.02702022064,3818,100,5070,building_footprint_area,San Bernardino County (Southwest)--Fontana City (East) PUMA,CA,0607110
07118,06,38300,1,G06007118,"Los Angeles city, CA",179516.34843712952,1,179516.34843712952,5955,100,5070,building_footprint_area,San Bernardino County (Southwest)--Ontario City PUMA,CA,0607118
03758,06,38300,1,G06003758,"Los Angeles city, CA",157235.56570478017,1,157235.56570478017,3119,100,5070,building_footprint_area,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA",CA,0603758
03759,06,38300,1,G06003759,"Los Angeles city, CA",114299.69629554474,1,114299.69629554474,1729,100,5070,building_footprint_area,Los Angeles County (South Central)--Hawthorne City PUMA,CA,0603759
03760,06,38300,0.9995201695345431,G06003760,"Los Angeles city, CA",143827.996474233,0.9995201695345431,143897.04265919002,3085,100,5070,building_footprint_area,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA",CA,0603760
03752,06,38300,1,G06003752,"Los Angeles city, CA",165950.4249437414,1,165950.4249437414,2653,100,5070,building_footprint_area,Los Angeles County (South)--South Gate & Lynwood Cities PUMA,CA,0603752
03714,06,38300,1,G06003714,"Los Angeles city, CA",107288.42770320571,1,107288.42770320571,4948,100,5070,building_footprint_area,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA",CA,0603714
03753,06,38300,1,G06003753,"Los Angeles city, CA",112673.17362832835,1,112673.17362832835,2656,100,5070,building_footprint_area,Los Angeles County (South)--Downey City PUMA,CA,0603753
07119,06,38300,1,G06007119,"Los Angeles city, CA",169756.63086144417,1,169756.63086144417,6736,100,5070,building_footprint_area,San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA,CA,0607119
03754,06,38300,1,G06003754,"Los Angeles city, CA",134984.68651702907,1,134984.68651702907,3936,100,5070,building_footprint_area,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA,CA,0603754
03757,06,38300,1,G06003757,"Los Angeles city, CA",159177.05746788415,1,159177.05746788415,3419,100,5070,building_footprint_area,Los Angeles County (South Central)--Compton City & West Rancho Dominquez PUMA,CA,0603757
07116,06,38300,1,G06007116,"Los Angeles city, CA",111492.63772494486,1,111492.63772494486,4475,100,5070,building_footprint_area,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities PUMA",CA,0607116
07105,06,38300,1,G06007105,"Los Angeles city, CA",147139.84944070387,1,147139.84944070387,9317,100,5070,building_footprint_area,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,CA,0607105
03781,06,38300,1,G06003781,"Los Angeles city, CA",103768.75614984194,1,103768.75614984194,2230,100,5070,building_footprint_area,Los Angeles County (Southeast)--Norwalk City PUMA,CA,0603781
03762,06,38300,1,G06003762,"Los Angeles city, CA",118497.9284058276,1,118497.9284058276,2959,100,5070,building_footprint_area,Los Angeles County (South Central)--Carson City PUMA,CA,0603762
03782,06,38300,1,G06003782,"Los Angeles city, CA",132639.14403962716,1,132639.14403962716,2485,100,5070,building_footprint_area,Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA,CA,0603782
03761,06,38300,1,G06003761,"Los Angeles city, CA",126156.90108667688,1,126156.90108667688,3243,100,5070,building_footprint_area,Los Angeles County (South Central)--Torrance City PUMA,CA,0603761
06514,06,38300,1,G06006514,"Los Angeles city, CA",174154.74507871317,1,174154.74507871317,7790,100,5070,building_footprint_area,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities PUMA,CA,0606514
05906,06,38300,1,G06005906,"Los Angeles city, CA",190879.63976560623,1,190879.63976560623,7240,100,5070,building_footprint_area,"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA",CA,0605906
03763,06,38300,1,G06003763,"Los Angeles city, CA",145112.72872847877,1,145112.72872847877,2903,100,5070,building_footprint_area,Los Angeles County (South Central)--Long Beach City (North) PUMA,CA,0603763
03767,06,38300,0.999958880671289,G06003767,"Los Angeles city, CA",178648.06175042875,0.999958880671289,178655.40794087388,3800,100,5070,building_footprint_area,Los Angeles County (South)--LA City (South/San Pedro) PUMA,CA,0603767
05907,06,38300,1,G06005907,"Los Angeles city, CA",197286.2484307659,1,197286.2484307659,6161,100,5070,building_footprint_area,Orange County (North Central)--Fullerton & Placentia Cities PUMA,CA,0605907
03764,06,38300,1,G06003764,"Los Angeles city, CA",162782.75954214192,1,162782.75954214192,4344,100,5070,building_footprint_area,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA",CA,0603764
06511,06,38300,1,G06006511,"Los Angeles city, CA",170311.78205633909,1,170311.78205633909,6002,100,5070,building_footprint_area,Riverside County (Northwest)--Riverside City (West) PUMA,CA,0606511
06520,06,38300,1,G06006520,"Los Angeles city, CA",150844.7596016525,1,150844.7596016525,7199,100,5070,building_footprint_area,Riverside County (Northwest)--Riverside City (East) PUMA,CA,0606520
03768,06,38300,0.9993844064317684,G06003768,"Los Angeles city, CA",108583.60196329652,0.9993844064317684,108650.4865039736,5797,100,5070,building_footprint_area,Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA,CA,0603768
05908,06,38300,1,G06005908,"Los Angeles city, CA",184904.6620450809,1,184904.6620450809,5204,100,5070,building_footprint_area,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",CA,0605908
06518,06,38300,1,G06006518,"Los Angeles city, CA",104537.42665922455,1,104537.42665922455,4313,100,5070,building_footprint_area,Riverside County (Northwest)--Moreno Valley City (North) PUMA,CA,0606518
03779,06,38300,1,G06003779,"Los Angeles city, CA",118466.77595735992,1,118466.77595735992,3385,100,5070,building_footprint_area,Los Angeles County (Southeast)--Long Beach City (East) PUMA,CA,0603779
06522,06,38300,1,G06006522,"Los Angeles city, CA",137233.33548675012,1,137233.33548675012,5911,100,5070,building_footprint_area,Riverside County (West Central)--Corona (Northwest) & Norco Cities PUMA,CA,0606522
03766,06,38300,0.9996582589452648,G06003766,"Los Angeles city, CA",101847.45459192758,0.9996582589452648,101882.27194700156,1474,100,5070,building_footprint_area,Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA,CA,0603766
03780,06,38300,1,G06003780,"Los Angeles city, CA",114012.56363307592,1,114012.56363307592,1593,100,5070,building_footprint_area,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA,CA,0603780
05909,06,38300,1,G06005909,"Los Angeles city, CA",147276.1789886058,1,147276.1789886058,3145,100,5070,building_footprint_area,Orange County (North Central)--Anaheim City (West) PUMA,CA,0605909
05919,06,38300,1,G06005919,"Los Angeles city, CA",195763.9433988689,1,195763.9433988689,5329,100,5070,building_footprint_area,Orange County (North Central)--Anaheim City (East) PUMA,CA,0605919
06507,06,38300,1,G06006507,"Los Angeles city, CA",173683.57054145075,1,173683.57054145075,11266,100,5070,building_footprint_area,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PUMA",CA,0606507
05921,06,38300,1,G06005921,"Los Angeles city, CA",137097.79465265945,1,137097.79465265945,4245,100,5070,building_footprint_area,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA",CA,0605921
05912,06,38300,1,G06005912,"Los Angeles city, CA",170293.57837345824,1,170293.57837345824,4121,100,5070,building_footprint_area,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA",CA,0605912
05920,06,38300,1,G06005920,"Los Angeles city, CA",146109.24987937417,1,146109.24987937417,5869,100,5070,building_footprint_area,Orange County (Central)--Orange & Villa Park Cities PUMA,CA,0605920
06519,06,38300,1,G06006519,"Los Angeles city, CA",102575.42525228206,1,102575.42525228206,3095,100,5070,building_footprint_area,Riverside County (Northwest)--Moreno Valley City (South) PUMA,CA,0606519
05913,06,38300,1,G06005913,"Los Angeles city, CA",159579.09923512023,1,159579.09923512023,3636,100,5070,building_footprint_area,Orange County (Northwest)--Garden Grove City (East) PUMA,CA,0605913
06521,06,38300,1,G06006521,"Los Angeles city, CA",108055.10392276198,1,108055.10392276198,8040,100,5070,building_footprint_area,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens PUMA",CA,0606521
05914,06,38300,0.9999754242315512,G06005914,"Los Angeles city, CA",196077.67798390705,0.9999754242315512,196082.49686194677,5908,100,5070,building_footprint_area,Orange County (Northwest)--Huntington Beach City PUMA,CA,0605914
05916,06,38300,1,G06005916,"Los Angeles city, CA",144649.11111311987,1,144649.11111311987,2650,100,5070,building_footprint_area,Orange County (Central)--Santa Ana City (West) PUMA,CA,0605916
05917,06,38300,1,G06005917,"Los Angeles city, CA",155343.68967829365,1,155343.68967829365,2804,100,5070,building_footprint_area,Orange County (Central)--Santa Ana City (East) PUMA,CA,0605917
06502,06,38300,1,G06006502,"Los Angeles city, CA",131454.64420481026,1,131454.64420481026,14310,100,5070,building_footprint_area,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA",CA,0606502
05922,06,38300,1,G06005922,"Los Angeles city, CA",126844.87048559263,1,126844.87048559263,3519,100,5070,building_footprint_area,Orange County (Central)--Irvine (Northwest) & Tustin Cities PUMA,CA,0605922
06509,06,38300,1,G06006509,"Los Angeles city, CA",132914.97516839858,1,132914.97516839858,9286,100,5070,building_footprint_area,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA",CA,0606509
05918,06,38300,0.9999664387603188,G06005918,"Los Angeles city, CA",179812.67466754187,0.9999664387603188,179818.70960635412,4991,100,5070,building_footprint_area,Orange County (Central)--Costa Mesa & Fountain Valley Cities PUMA,CA,0605918
06515,06,38300,0.999984906976465,G06006515,"Los Angeles city, CA",159227.78635355027,0.999984906976465,159230.18961854966,15047,100,5070,building_footprint_area,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA",CA,0606515
05923,06,38300,1,G06005923,"Los Angeles city, CA",142234.98736804724,1,142234.98736804724,3152,100,5070,building_footprint_area,Orange County (Central)--Irvine City (Central) PUMA,CA,0605923
06516,06,38300,1,G06006516,"Los Angeles city, CA",104836.35478000809,1,104836.35478000809,6402,100,5070,building_footprint_area,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities PUMA,CA,0606516
05925,06,38300,0.9921080480834537,G06005925,"Los Angeles city, CA",177441.39907050418,0.9921080480834537,178852.89753800916,6707,100,5070,building_footprint_area,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities PUMA",CA,0605925
05924,06,38300,1,G06005924,"Los Angeles city, CA",106730.74854836892,1,106730.74854836892,2821,100,5070,building_footprint_area,Orange County (Central)--Irvine City (South) PUMA,CA,0605924
05927,06,38300,1,G06005927,"Los Angeles city, CA",110082.41820812644,1,110082.41820812644,4428,100,5070,building_footprint_area,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch PUMA,CA,0605927
