state,CZ20,CZ90,CZ90_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
FL,97,6800,"Lakeland city, FL",2.321666657924652,2.205609005623642e-6,1052619.322828796,2,100,5070,building_footprint_area
FL,99,7200,"Cape Coral city, FL",1129993.2560225853,0.9120658639247129,1238938.2178608335,117267,100,5070,building_footprint_area
FL,97,7200,"Cape Coral city, FL",44.72172677516937,4.2486135115765086e-5,1052619.322828796,9,100,5070,building_footprint_area
FL,99,6900,"Sarasota city, FL",3.2822216749191284,2.649221428156647e-6,1238938.2178608335,3,100,5070,building_footprint_area
FL,96,7100,"West Palm Beach city, FL",7466.588683936745,0.0015864619616399193,4706440.40921004,440,100,5070,building_footprint_area
FL,96,7000,"Miami city, FL",4689326.179443131,0.9963636573973361,4706440.40921004,161714,100,5070,building_footprint_area
FL,95,7000,"Miami city, FL",98.92197036743164,3.6251119786575775e-5,2728797.646798862,2,100,5070,building_footprint_area
FL,96,7200,"Cape Coral city, FL",1.5817584991455078,3.3608382591016393e-7,4706440.40921004,1,100,5070,building_footprint_area
GA,123,1201,"Franklin town, NC",16529.921573014,0.9989183426220813,16547.820645303465,6493,100,5070,building_footprint_area
GA,124,1204,"Andrews town, NC",36704.90550421248,0.9997540309437966,36713.93599639903,15314,100,5070,building_footprint_area
GA,119,6501,"Blue Ridge city, GA",55386.690326761454,0.15627115630817903,354426.82856671605,21680,100,5070,building_footprint_area
GA,119,1204,"Andrews town, NC",28.13739937543869,7.938845794835818e-5,354426.82856671605,15,100,5070,building_footprint_area
GA,118,6502,"Cleveland city, TN",7.258789122104645,9.073683373915298e-6,799982.6336206477,6,100,5070,building_footprint_area
GA,118,6501,"Blue Ridge city, GA",17.476794749498367,2.1846467679429496e-5,799982.6336206477,6,100,5070,building_footprint_area
GA,110,6502,"Cleveland city, TN",19.09848201274872,4.0376181828757205e-5,473013.572549997,8,100,5070,building_footprint_area
GA,110,6600,"Rome city, GA",472662.5507180375,0.9992579032562064,473013.572549997,96898,100,5070,building_footprint_area
GA,124,6501,"Blue Ridge city, GA",3.5601742267608643,9.697064970397216e-5,36713.93599639903,2,100,5070,building_footprint_area
GA,118,6401,"Chattanooga city, TN",151098.48713648831,0.18887720906218985,799982.6336206477,33502,100,5070,building_footprint_area
GA,109,9400,"Gainesville city, GA",397897.8991535597,0.21703970529974495,1833295.4267701325,88164,100,5070,building_footprint_area
GA,109,1201,"Franklin town, NC",0.2388344556093216,1.3027603305054654e-7,1833295.4267701325,1,100,5070,building_footprint_area
GA,118,6600,"Rome city, GA",49.07569092512131,6.134594535260004e-5,799982.6336206477,22,100,5070,building_footprint_area
GA,8,6100,"Gadsden city, AL",8.069581508636475,2.314642402924024e-5,348631.8879513481,8,100,5070,building_footprint_area
GA,123,9400,"Gainesville city, GA",17.899072289466858,0.0010816573779186384,16547.820645303465,5,100,5070,building_footprint_area
GA,110,6401,"Chattanooga city, TN",213.31700211763382,4.5097437895418204e-4,473013.572549997,57,100,5070,building_footprint_area
GA,118,6100,"Gadsden city, AL",31.715417683124542,3.964513271942352e-5,799982.6336206477,13,100,5070,building_footprint_area
GA,109,9302,"Toccoa city, GA",26683.84786417638,0.014555127054010882,1833295.4267701325,8189,100,5070,building_footprint_area
GA,120,9302,"Toccoa city, GA",68529.12315569585,0.24276980252833313,282280.26073258417,29037,100,5070,building_footprint_area
GA,110,6501,"Blue Ridge city, GA",14.649013340473175,3.0969541236419365e-5,473013.572549997,9,100,5070,building_footprint_area
GA,120,8300,"Greenville city, SC",1.0602680444717407,3.7560828437670206e-6,282280.26073258417,1,100,5070,building_footprint_area
GA,109,9100,"Atlanta city, GA",1325486.8290497856,0.7230077649759946,1833295.4267701325,123077,100,5070,building_footprint_area
GA,109,6501,"Blue Ridge city, GA",1.0355497598648071,5.648570027195347e-7,1833295.4267701325,1,100,5070,building_footprint_area
GA,119,9100,"Atlanta city, GA",298976.27840081323,0.8435486659118272,354426.82856671605,44137,100,5070,building_footprint_area
GA,120,9400,"Gainesville city, GA",69.59792169928551,2.46556105335394e-4,282280.26073258417,26,100,5070,building_footprint_area
GA,110,9100,"Atlanta city, GA",81.0533909201622,1.713553175296993e-4,473013.572549997,19,100,5070,building_footprint_area
GA,120,9301,"Athens city, GA",213661.9559693141,0.7569142646205962,282280.26073258417,39262,100,5070,building_footprint_area
GA,8,6600,"Rome city, GA",5.1289368867874146,1.4711611484899977e-5,348631.8879513481,3,100,5070,building_footprint_area
GA,109,9301,"Athens city, GA",83225.57631839532,0.04539670753721383,1833295.4267701325,13438,100,5070,building_footprint_area
GA,117,9100,"Atlanta city, GA",3775468.1167114647,0.9599215426098586,3933100.726593371,323606,100,5070,building_footprint_area
GA,116,8402,"Washington city, GA",17095.085746002384,0.038269961026872336,446697.23426158144,8188,100,5070,building_footprint_area
GA,117,6600,"Rome city, GA",58.81189274787903,1.495306040606251e-5,3933100.726593371,11,100,5070,building_footprint_area
GA,120,9100,"Atlanta city, GA",18.523417830467224,6.562066289153398e-5,282280.26073258417,7,100,5070,building_footprint_area
GA,116,8401,"South Augusta CDP, GA",429597.4917118221,0.9617196140065065,446697.23426158144,61060,100,5070,building_footprint_area
GA,108,9100,"Atlanta city, GA",19902.73225450702,0.13938448787900176,142790.15231439797,7549,100,5070,building_footprint_area
GA,108,8402,"Washington city, GA",20182.5906684231,0.14134441585288532,142790.15231439797,7549,100,5070,building_footprint_area
GA,108,9301,"Athens city, GA",16.17257335782051,1.1326112547461567e-4,142790.15231439797,9,100,5070,building_footprint_area
GA,6,9600,"Anniston city, AL",159959.628291558,0.3482683130300964,459299.9773646784,40687,100,5070,building_footprint_area
GA,6,6600,"Rome city, GA",9.22655963897705,2.0088308499199597e-5,459299.9773646784,4,100,5070,building_footprint_area
GA,116,8300,"Greenville city, SC",0.34203410148620605,7.656955880902416e-7,446697.23426158144,1,100,5070,building_footprint_area
GA,110,9600,"Anniston city, AL",3.667001962661743,7.7524244027356e-6,473013.572549997,1,100,5070,building_footprint_area
GA,6,9100,"Atlanta city, GA",83.5219897031784,1.8184627437258286e-4,459299.9773646784,17,100,5070,building_footprint_area
GA,117,9600,"Anniston city, AL",50.746529161930084,1.2902422970968215e-5,3933100.726593371,10,100,5070,building_footprint_area
GA,108,9002,"Milledgeville city, GA",82883.87255635625,0.5804593048816211,142790.15231439797,25187,100,5070,building_footprint_area
GA,116,9002,"Milledgeville city, GA",0.5235267877578735,1.171994692609405e-6,446697.23426158144,1,100,5070,building_footprint_area
GA,7,9100,"Atlanta city, GA",95.41100180149078,1.2074904626418804e-4,790159.4650506813,12,100,5070,building_footprint_area
GA,7,9600,"Anniston city, AL",214529.1650045815,0.271501101351512,790159.4650506813,39314,100,5070,building_footprint_area
GA,117,9200,"Griffin city, GA",157465.9075191901,0.04003607292701557,3933100.726593371,39800,100,5070,building_footprint_area
GA,117,9002,"Milledgeville city, GA",7.081836938858032,1.8005734994211343e-6,3933100.726593371,2,100,5070,building_footprint_area
GA,108,9003,"Dublin city, GA",19793.65651564859,0.13862059949391015,142790.15231439797,6285,100,5070,building_footprint_area
GA,116,8201,"Barnwell city, SC",1.1651003062725067,2.608255025797262e-6,446697.23426158144,2,100,5070,building_footprint_area
GA,115,8702,"Statesboro city, GA",136579.14406965463,0.2006926790551133,680538.745671674,36314,100,5070,building_footprint_area
GA,113,8900,"Macon city, GA",443958.0263465868,0.9574169300125451,463703.9647301512,76295,100,5070,building_footprint_area
GA,117,8900,"Macon city, GA",47.70648801326752,1.2129485444067987e-5,3933100.726593371,15,100,5070,building_footprint_area
GA,113,9200,"Griffin city, GA",2.520341396331787,5.4352379708430565e-6,463703.9647301512,1,100,5070,building_footprint_area
GA,7,9701,"Columbus city (remainder), GA",275491.90280708205,0.3486535503177347,790159.4650506813,38761,100,5070,building_footprint_area
GA,108,8900,"Macon city, GA",9.392364263534546,6.57773950885231e-5,142790.15231439797,5,100,5070,building_footprint_area
GA,108,8401,"South Augusta CDP, GA",1.735381841659546,1.2153372018530734e-5,142790.15231439797,1,100,5070,building_footprint_area
GA,116,8702,"Statesboro city, GA",0.42474693059921265,9.508608919447329e-7,446697.23426158144,1,100,5070,building_footprint_area
GA,121,9003,"Dublin city, GA",58150.97249852773,0.4869467909730834,119419.56200660556,18062,100,5070,building_footprint_area
GA,116,9003,"Dublin city, GA",2.201395630836487,4.9281604227425585e-6,446697.23426158144,2,100,5070,building_footprint_area
GA,117,9701,"Columbus city (remainder), GA",2.3556158542633057,5.989208052405021e-7,3933100.726593371,1,100,5070,building_footprint_area
GA,115,8800,"Savannah city, GA",400416.6237680871,0.5883818170747741,680538.745671674,40928,100,5070,building_footprint_area
GA,7,9200,"Griffin city, GA",0.5999934077262878,7.59332051648339e-7,790159.4650506813,1,100,5070,building_footprint_area
GA,121,9002,"Milledgeville city, GA",1.8149367570877075,1.519798537686243e-5,119419.56200660556,1,100,5070,building_footprint_area
GA,113,9002,"Milledgeville city, GA",12.174227595329285,2.6254309907429796e-5,463703.9647301512,7,100,5070,building_footprint_area
GA,7,8900,"Macon city, GA",7769.123040062841,0.009832348258417084,790159.4650506813,3785,100,5070,building_footprint_area
GA,115,9003,"Dublin city, GA",7.814379930496216,1.1482637807467708e-5,680538.745671674,2,100,5070,building_footprint_area
GA,121,8702,"Statesboro city, GA",12.346192061901093,1.0338500539147997e-4,119419.56200660556,10,100,5070,building_footprint_area
GA,121,9001,"Vidalia city, GA",61251.10967466119,0.5129068357433194,119419.56200660556,19126,100,5070,building_footprint_area
GA,115,9001,"Vidalia city, GA",8.597508057951927,1.26333851123589e-5,680538.745671674,5,100,5070,building_footprint_area
GA,113,9003,"Dublin city, GA",2.7523611783981323,5.935599839004712e-6,463703.9647301512,3,100,5070,building_footprint_area
GA,113,9001,"Vidalia city, GA",19715.808758184314,0.042518093994856766,463703.9647301512,7270,100,5070,building_footprint_area
GA,122,9702,"Americus city, GA",53602.51076609851,0.9998807659249671,53608.9027740343,16192,100,5070,building_footprint_area
GA,122,8900,"Macon city, GA",2.762438088655472,5.152946517669581e-5,53608.9027740343,4,100,5070,building_footprint_area
GA,115,8701,"Hinesville city, GA",143454.34821291827,0.21079526937343232,680538.745671674,30893,100,5070,building_footprint_area
GA,121,8701,"Hinesville city, GA",2.204940788447857,1.8463815738378717e-5,119419.56200660556,5,100,5070,building_footprint_area
GA,7,9702,"Americus city, GA",7325.652986471541,0.009271107049260834,790159.4650506813,3368,100,5070,building_footprint_area
GA,111,8900,"Macon city, GA",10.004777640104294,8.625878034548402e-5,115985.61445029848,4,100,5070,building_footprint_area
GA,111,8502,"Cordele city, GA",39589.074740249314,0.34132745623565075,115985.61445029848,12108,100,5070,building_footprint_area
GA,111,9702,"Americus city, GA",0.6742742657661438,5.8134301306398656e-6,115985.61445029848,1,100,5070,building_footprint_area
GA,113,8502,"Cordele city, GA",12.682695209980011,2.735084488087266e-5,463703.9647301512,2,100,5070,building_footprint_area
GA,111,9001,"Vidalia city, GA",2.2684152126312256,1.9557728976840266e-5,115985.61445029848,2,100,5070,building_footprint_area
GA,122,9701,"Columbus city (remainder), GA",2.4455524273216724,4.561840106352981e-5,53608.9027740343,2,100,5070,building_footprint_area
GA,106,9001,"Vidalia city, GA",32704.739616587758,0.3452168678296045,94736.79493764043,12563,100,5070,building_footprint_area
GA,106,8701,"Hinesville city, GA",4.765602737665176,5.030360949831676e-5,94736.79493764043,5,100,5070,building_footprint_area
GA,114,8602,"Brunswick city, GA",112726.41918840213,0.6692619575845259,168433.92622411996,21086,100,5070,building_footprint_area
GA,111,8501,"Fitzgerald city, GA",26645.247152096126,0.22972889593574555,115985.61445029848,8177,100,5070,building_footprint_area
GA,107,10200,"Albany city, GA",172235.7901711883,0.7905046419567013,217880.80806819885,37341,100,5070,building_footprint_area
GA,107,9702,"Americus city, GA",4.782952964305878,2.1952153595872318e-5,217880.80806819885,4,100,5070,building_footprint_area
GA,121,8601,"Waycross city, GA",1.1137638092041016,9.326477090432595e-6,119419.56200660556,1,100,5070,building_footprint_area
GA,106,8601,"Waycross city, GA",62020.481049731374,0.654660959245621,94736.79493764043,19501,100,5070,building_footprint_area
GA,111,8503,"Valdosta city, GA",49727.969262877596,0.4287425600024454,115985.61445029848,11841,100,5070,building_footprint_area
GA,111,8601,"Waycross city, GA",10.375827956944704,8.945788670534566e-5,115985.61445029848,10,100,5070,building_footprint_area
GA,122,10200,"Albany city, GA",1.1840174198150635,2.2086208792703502e-5,53608.9027740343,1,100,5070,building_footprint_area
GA,3,10301,"Eufaula city, AL",27694.58518157294,0.09081861846216557,304943.9162423542,11432,100,5070,building_footprint_area
GA,107,8502,"Cordele city, GA",15.258214473724365,7.003009860762217e-5,217880.80806819885,3,100,5070,building_footprint_area
GA,3,9702,"Americus city, GA",4.343818664550781,1.4244647730891379e-5,304943.9162423542,1,100,5070,building_footprint_area
GA,106,8501,"Fitzgerald city, GA",6.8086685836315155,7.186931527621612e-5,94736.79493764043,4,100,5070,building_footprint_area
GA,114,8601,"Waycross city, GA",55685.20969866263,0.33060566209545755,168433.92622411996,14820,100,5070,building_footprint_area
GA,3,10200,"Albany city, GA",0.6777905821800232,2.222672911570235e-6,304943.9162423542,1,100,5070,building_footprint_area
GA,114,8701,"Hinesville city, GA",4.110353052616119,2.4403355931671628e-5,168433.92622411996,3,100,5070,building_footprint_area
GA,107,8503,"Valdosta city, GA",45621.79125326942,0.20938875552081368,217880.80806819885,13138,100,5070,building_footprint_area
GA,112,8503,"Valdosta city, GA",182871.87665716675,0.9648104793780974,189541.76034141262,39025,100,5070,building_footprint_area
GA,112,8501,"Fitzgerald city, GA",3.037622034549713,1.6026136029749793e-5,189541.76034141262,6,100,5070,building_footprint_area
GA,93,7600,"Jacksonville city (remaind, FL",66727.36331379414,0.0374161176577501,1783385.5432078138,11032,100,5070,building_footprint_area
GA,93,8602,"Brunswick city, GA",8.3747406005859375,4.695978742500129e-6,1783385.5432078138,3,100,5070,building_footprint_area
GA,112,8601,"Waycross city, GA",6657.501643536612,0.035124194433695084,189541.76034141262,1859,100,5070,building_footprint_area
GA,103,10101,"Bainbridge city, GA",44181.05666830274,0.08856465045144078,498856.5578150938,14910,100,5070,building_footprint_area
GA,103,10301,"Eufaula city, AL",9.859824102371931,1.9764848126997207e-5,498856.5578150938,5,100,5070,building_footprint_area
GA,3,10101,"Bainbridge city, GA",5.370829939842224,1.761251710158322e-5,304943.9162423542,5,100,5070,building_footprint_area
GA,103,10200,"Albany city, GA",47.357285633683205,9.49316690174426e-5,498856.5578150938,28,100,5070,building_footprint_area
GA,103,10102,"Thomasville city, GA",71661.472788960207,0.14365145985616623,498856.5578150938,19310,100,5070,building_footprint_area
GA,103,8503,"Valdosta city, GA",34.44163800776005,6.90411651770371e-5,498856.5578150938,12,100,5070,building_footprint_area
GA,107,10102,"Thomasville city, GA",3.185476303100586,1.4620270281462791e-5,217880.80806819885,1,100,5070,building_footprint_area
GA,99,8503,"Valdosta city, GA",4.9962276220321655,4.032668901487853e-6,1238938.2178608335,3,100,5070,building_footprint_area
GA,103,9900,"Tallahassee city, FL",2.5849154591560364,5.181680823195997e-6,498856.5578150938,2,100,5070,building_footprint_area
IA,177,22900,"La Crosse city, WI",1.9551979303359985,1.9872807126269685e-5,98385.59383749263,2,100,5070,building_footprint_area
IA,177,23200,"Dubuque city, IA",31025.917346444912,0.3153502066338253,98385.59383749263,16050,100,5070,building_footprint_area
IA,289,22900,"La Crosse city, WI",1.4124945551156998,5.8498865678167885e-6,241456.7425779763,2,100,5070,building_footprint_area
IA,186,21802,"Decorah city, IA",41405.323677586974,0.9997334944121163,41416.361369321705,19120,100,5070,building_footprint_area
IA,287,21701,"Rochester city, MN",1.9915570691227913,7.33838722600821e-6,271388.9316258007,5,100,5070,building_footprint_area
IA,186,21701,"Rochester city, MN",0.4556649923324585,1.1002052745994793e-5,41416.361369321705,1,100,5070,building_footprint_area
IA,287,21802,"Decorah city, IA",0.43138960003852844,1.5895622472671124e-6,271388.9316258007,1,100,5070,building_footprint_area
IA,185,21802,"Decorah city, IA",26067.464575748425,0.14287253924726653,182452.5882516444,10397,100,5070,building_footprint_area
IA,185,21702,"Austin city, MN",10.95701813697815,6.005405701269572e-5,182452.5882516444,8,100,5070,building_footprint_area
IA,185,21801,"Mason City city, IA",71930.56488350441,0.3942425019715012,182452.5882516444,18752,100,5070,building_footprint_area
IA,185,27302,"Fairmont city, MN",0.6065157353878021,3.324237497531558e-6,182452.5882516444,2,100,5070,building_footprint_area
IA,184,27301,"Spencer city, IA",14816.105427549686,0.20792519897148354,71256.90152438753,6574,100,5070,building_footprint_area
IA,188,27302,"Fairmont city, MN",9366.044304087758,0.1794420106059194,52195.38207614573,2883,100,5070,building_footprint_area
IA,286,27302,"Fairmont city, MN",0.49562060832977295,6.89722587379715e-6,71857.96396963834,1,100,5070,building_footprint_area
IA,188,27202,"Worthington city, MN",3.039961963891983,5.824197166441095e-5,52195.38207614573,3,100,5070,building_footprint_area
IA,188,27301,"Spencer city, IA",42823.022576192045,0.8204369979267374,52195.38207614573,13100,100,5070,building_footprint_area
IA,191,27201,"Sioux Center city, IA",61774.48788631614,0.9091262116835577,67949.29800992052,20348,100,5070,building_footprint_area
IA,295,27102,"Marshall city, MN",0.17823782563209534,9.335492034279653e-6,19092.493997917976,1,100,5070,building_footprint_area
IA,191,27202,"Worthington city, MN",6172.429476526217,0.09083875267740145,67949.29800992052,2909,100,5070,building_footprint_area
IA,286,27201,"Sioux Center city, IA",1.4538732767105103,2.023259770238975e-5,71857.96396963834,5,100,5070,building_footprint_area
IA,185,27301,"Spencer city, IA",3.1180722415447235,1.708976710839629e-5,182452.5882516444,4,100,5070,building_footprint_area
IA,191,27301,"Spencer city, IA",0.31735581159591675,4.67047962069576e-6,67949.29800992052,1,100,5070,building_footprint_area
IA,177,21802,"Decorah city, IA",3.7668221592903137,3.828631827452424e-5,98385.59383749263,4,100,5070,building_footprint_area
IA,184,27302,"Fairmont city, MN",0.13620630651712418,1.9114823070226794e-6,71256.90152438753,2,100,5070,building_footprint_area
IA,181,22001,"Waterloo city, IA",221540.23420098575,0.795046723721469,278650.58441344963,47134,100,5070,building_footprint_area
IA,186,22001,"Waterloo city, IA",5.638409368693829,1.3613966032444274e-4,41416.361369321705,7,100,5070,building_footprint_area
IA,177,22001,"Waterloo city, IA",5.767228923738003,5.86186320455001e-5,98385.59383749263,9,100,5070,building_footprint_area
IA,185,22001,"Waterloo city, IA",9.267213955521584,5.0792449941789526e-5,182452.5882516444,12,100,5070,building_footprint_area
IA,189,22002,"Iowa Falls city, IA",26857.629946926376,0.6745005831114531,39818.54222131707,10236,100,5070,building_footprint_area
IA,185,22002,"Iowa Falls city, IA",12.989693269133568,7.119489722567143e-5,182452.5882516444,12,100,5070,building_footprint_area
IA,181,22002,"Iowa Falls city, IA",2.772985965013504,9.951480887257239e-6,278650.58441344963,8,100,5070,building_footprint_area
IA,189,21801,"Mason City city, IA",1.7082058787345886,4.289975934428086e-5,39818.54222131707,2,100,5070,building_footprint_area
IA,189,27402,"Fort Dodge city, IA",12959.204068511957,0.32545651712920265,39818.54222131707,4086,100,5070,building_footprint_area
IA,184,27402,"Fort Dodge city, IA",56438.00701986137,0.7920356598798444,71256.90152438753,14744,100,5070,building_footprint_area
IA,183,27402,"Fort Dodge city, IA",7057.844343157485,0.12532607896845743,56315.84743773745,3262,100,5070,building_footprint_area
IA,183,27301,"Spencer city, IA",0.3348366916179657,5.945692142663034e-6,56315.84743773745,1,100,5070,building_footprint_area
IA,188,27402,"Fort Dodge city, IA",0.4882578030228615,9.354425307406734e-6,52195.38207614573,3,100,5070,building_footprint_area
IA,188,27401,"Storm Lake city, IA",1.582123339176178,3.0311557770917017e-5,52195.38207614573,3,100,5070,building_footprint_area
IA,183,27401,"Storm Lake city, IA",49247.82249201456,0.8744931441627107,56315.84743773745,17757,100,5070,building_footprint_area
IA,183,27201,"Sioux Center city, IA",1.645144298672676,2.9212812618890985e-5,56315.84743773745,3,100,5070,building_footprint_area
IA,192,27201,"Sioux Center city, IA",3.756371945142746,2.2380154342012958e-5,167843.88024041138,5,100,5070,building_footprint_area
IA,192,28001,"Sioux City city, IA",139764.0127690239,0.8327024647477926,167843.88024041138,25464,100,5070,building_footprint_area
IA,192,27401,"Storm Lake city, IA",2.6822006590664387,1.5980330383357353e-5,167843.88024041138,7,100,5070,building_footprint_area
IA,158,23200,"Dubuque city, IA",116004.47570254863,0.5692087256725524,203799.53867622593,22071,100,5070,building_footprint_area
IA,183,28001,"Sioux City city, IA",7.242396295070648,1.2860316633036214e-4,56315.84743773745,4,100,5070,building_footprint_area
IA,158,22001,"Waterloo city, IA",14.847530245780945,7.28536008580915e-5,203799.53867622593,21,100,5070,building_footprint_area
IA,182,27402,"Fort Dodge city, IA",15007.65166700381,0.08931630444544875,168028.13058807148,5305,100,5070,building_footprint_area
IA,158,23802,"Clinton city, IA",65779.70709923899,0.32276671245925875,203799.53867622593,18155,100,5070,building_footprint_area
IA,184,27401,"Storm Lake city, IA",2.592353969812393,3.6380391433735937e-5,71256.90152438753,5,100,5070,building_footprint_area
IA,180,22200,"Cedar Rapids city, IA",292208.8422513263,0.5412841623014096,539843.6950545991,46276,100,5070,building_footprint_area
IA,180,23200,"Dubuque city, IA",43.94530465453863,8.140375641526027e-5,539843.6950545991,12,100,5070,building_footprint_area
IA,158,22200,"Cedar Rapids city, IA",0.7017552405595779,3.4433602996248617e-6,203799.53867622593,2,100,5070,building_footprint_area
IA,181,22200,"Cedar Rapids city, IA",25.829990599304438,9.269670348503206e-5,278650.58441344963,21,100,5070,building_footprint_area
IA,180,22001,"Waterloo city, IA",0.8112867474555969,1.5028178617026256e-6,539843.6950545991,1,100,5070,building_footprint_area
IA,181,21900,"Marshalltown city, IA",57079.533983981004,0.2048426853441975,278650.58441344963,14637,100,5070,building_footprint_area
IA,180,21900,"Marshalltown city, IA",69.73043667525053,1.29167826380186e-4,539843.6950545991,35,100,5070,building_footprint_area
IA,182,27501,"Des Moines city, IA",123522.51047584275,0.7351299454652849,168028.13058807148,17804,100,5070,building_footprint_area
IA,182,27504,"Carroll city, IA",29495.425366549054,0.17553861525043338,168028.13058807148,9671,100,5070,building_footprint_area
IA,179,27401,"Storm Lake city, IA",1.0629057437181473,2.2633883495198026e-5,46960.82066268707,3,100,5070,building_footprint_area
IA,183,27504,"Carroll city, IA",0.958225280046463,1.7015197739958944e-5,56315.84743773745,2,100,5070,building_footprint_area
IA,179,27504,"Carroll city, IA",16456.190251649357,0.350423821803538,46960.82066268707,5491,100,5070,building_footprint_area
IA,181,27501,"Des Moines city, IA",2.213251918554306,7.942749961257497e-6,278650.58441344963,4,100,5070,building_footprint_area
IA,180,22100,"Iowa City city, IA",247476.97791556048,0.45842339214600064,539843.6950545991,43702,100,5070,building_footprint_area
IA,190,28002,"West Point city, NE",2.4526482224464417,2.4703013430471613e-6,992853.8594490079,3,100,5070,building_footprint_area
IA,158,22100,"Iowa City city, IA",0.44664043188095093,2.191567433283172e-6,203799.53867622593,1,100,5070,building_footprint_area
IA,175,21900,"Marshalltown city, IA",56291.271162729594,0.07740074232122844,727270.4301608588,16251,100,5070,building_footprint_area
IA,175,27501,"Des Moines city, IA",670950.0863422353,0.9225592826506552,727270.4301608588,72860,100,5070,building_footprint_area
IA,156,23801,"Davenport city, IA",173517.7326356094,0.38184458060720283,454419.7860807253,16455,100,5070,building_footprint_area
IA,175,27504,"Carroll city, IA",0.82155609130859375,1.1296431935598986e-6,727270.4301608588,2,100,5070,building_footprint_area
IA,156,23802,"Clinton city, IA",4.190895199775696,9.222519195128543e-6,454419.7860807253,2,100,5070,building_footprint_area
IA,158,23801,"Davenport city, IA",2.1054347157478333,1.033091011600725e-5,203799.53867622593,2,100,5070,building_footprint_area
IA,179,27503,"Atlantic city, IA",30485.041164932307,0.6491590379968452,46960.82066268707,13290,100,5070,building_footprint_area
IA,182,27503,"Atlantic city, IA",2.543078675866127,1.5134838833032064e-5,168028.13058807148,4,100,5070,building_footprint_area
IA,190,28001,"Sioux City city, IA",1.5280836820602417,1.5390821796354438e-6,992853.8594490079,2,100,5070,building_footprint_area
IA,190,28202,"Omaha city, NE",122064.22379611037,0.12294279025500376,992853.8594490079,26220,100,5070,building_footprint_area
IA,192,28202,"Omaha city, NE",1.1041276641190052,6.578301589176243e-6,167843.88024041138,5,100,5070,building_footprint_area
IA,156,22100,"Iowa City city, IA",6.006485164165497,1.3217921728211182e-5,454419.7860807253,4,100,5070,building_footprint_area
IA,179,27501,"Des Moines city, IA",0.09374132379889488,1.996160256061655e-6,46960.82066268707,2,100,5070,building_footprint_area
IA,179,28202,"Omaha city, NE",9.174989938735962,1.9537541740674886e-4,46960.82066268707,8,100,5070,building_footprint_area
IA,175,22200,"Cedar Rapids city, IA",7.862827092409134,1.0811421400248628e-5,727270.4301608588,4,100,5070,building_footprint_area
IA,175,27503,"Atlantic city, IA",4.343889974057674,5.972867579803686e-6,727270.4301608588,9,100,5070,building_footprint_area
IA,178,22300,"Ottumwa city, IA",140263.0872968787,0.919518658630141,152539.68582414254,47119,100,5070,building_footprint_area
IA,180,22300,"Ottumwa city, IA",42.24590640515089,7.82558114360828e-5,539843.6950545991,30,100,5070,building_footprint_area
IA,178,21900,"Marshalltown city, IA",0.2534489929676056,1.6615282219723314e-6,152539.68582414254,1,100,5070,building_footprint_area
IA,175,22300,"Ottumwa city, IA",13.563301607966423,1.8649598616248527e-5,727270.4301608588,7,100,5070,building_footprint_area
IA,190,27503,"Atlantic city, IA",1.1738396361470222,1.182288435478766e-6,992853.8594490079,4,100,5070,building_footprint_area
IA,178,27501,"Des Moines city, IA",5.565200984477997,3.648362689624204e-5,152539.68582414254,5,100,5070,building_footprint_area
IA,178,22100,"Iowa City city, IA",0.6950953006744385,4.556816128989466e-6,152539.68582414254,2,100,5070,building_footprint_area
IA,155,23600,"Burlington city, IA",92678.80853194383,0.7521202279684907,123223.39578909252,23001,100,5070,building_footprint_area
IA,155,22100,"Iowa City city, IA",20.766508631408215,1.6852731981962165e-4,123223.39578909252,11,100,5070,building_footprint_area
IA,155,22300,"Ottumwa city, IA",17.545913815498352,1.4239109142495714e-4,123223.39578909252,17,100,5070,building_footprint_area
IA,187,26106,"Centerville city, IA",15047.586335453438,0.4653736895524681,32334.415703483624,7674,100,5070,building_footprint_area
IA,187,22300,"Ottumwa city, IA",1.7336090803146362,5.36149808987537e-5,32334.415703483624,1,100,5070,building_footprint_area
IA,175,26106,"Centerville city, IA",1.1931161880493164,1.6405399402604904e-6,727270.4301608588,1,100,5070,building_footprint_area
IA,175,27502,"Creston city, IA",1.287964940071106,1.7709573862177125e-6,727270.4301608588,1,100,5070,building_footprint_area
IA,187,27502,"Creston city, IA",17273.94950291654,0.534227977438154,32334.415703483624,7576,100,5070,building_footprint_area
IA,187,27501,"Des Moines city, IA",0.5125970542430878,1.5852986457023312e-5,32334.415703483624,2,100,5070,building_footprint_area
IA,176,27502,"Creston city, IA",16693.72324326425,0.28599884245886925,58369.89793294371,6011,100,5070,building_footprint_area
IA,180,23600,"Burlington city, IA",1.1419532299041748,2.1153404964536618e-6,539843.6950545991,2,100,5070,building_footprint_area
IA,176,27501,"Des Moines city, IA",0.21789678931236267,3.7330335845830335e-6,58369.89793294371,1,100,5070,building_footprint_area
IA,176,28201,"Red Oak city, IA",41651.98340806278,0.7135867096412135,58369.89793294371,16241,100,5070,building_footprint_area
IA,179,28201,"Red Oak city, IA",9.257609099149704,1.9713473845880592e-4,46960.82066268707,13,100,5070,building_footprint_area
IA,176,28202,"Omaha city, NE",7.902892120182514,1.353932831827372e-4,58369.89793294371,13,100,5070,building_footprint_area
