PUMA20_GISJOIN,CZ90,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state_fips,state,afactor,GISJOIN,STATEFP20,PUMACE20,GEOID20
G42002701,19100,"Reading city, PA",128944.4007,1.0,128944.4007,18701,100,5070,building_footprint_area,Berks County (Northwest)--Wyomissing Borough PUMA,42,PA,1.0,G42002701,42,2701,4202701
G42003012,19600,"Newark city, NJ",2.445278034,2.1e-05,116266.6108,4,100,5070,building_footprint_area,Bucks County (Northern Central) PUMA,42,PA,2.1e-05,G42003012,42,3012,4203012
G42001400,16300,"Pittsburgh city, PA",23.12259042,0.000209,110471.611,8,100,5070,building_footprint_area,Mercer County PUMA,42,PA,0.000209,G42001400,42,1400,4201400
G42002802,19100,"Reading city, PA",6.223200202,3.89e-05,160147.9062,3,100,5070,building_footprint_area,"Lehigh County (South, Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA",42,PA,3.89e-05,G42002802,42,2802,4202802
G42002402,19200,"Harrisburg city, PA",113426.467,0.998656367,113579.0756,18841,100,5070,building_footprint_area,Dauphin County (Outer)--Hershey PUMA,42,PA,0.998656367,G42002402,42,2402,4202402
G42003112,19700,"Philadelphia city, PA",104444.1989,0.999959744,104448.4036,12924,100,5070,building_footprint_area,Montgomery County (Eastern Upper) PUMA,42,PA,0.999959744,G42003112,42,3112,4203112
G42003112,19000,"Allentown city, PA",4.204679191,4.03e-05,104448.4036,3,100,5070,building_footprint_area,Montgomery County (Eastern Upper) PUMA,42,PA,4.03e-05,G42003112,42,3112,4203112
G42002703,19700,"Philadelphia city, PA",186.6787687,0.0012645,147630.5127,28,100,5070,building_footprint_area,Berks County (East) PUMA,42,PA,0.0012645,G42002703,42,2703,4202703
G42003013,19700,"Philadelphia city, PA",137553.8875,0.999734026,137590.4829,13374,100,5070,building_footprint_area,Bucks County (Southern Central) PUMA,42,PA,0.999734026,G42003013,42,3013,4203013
G42001900,16100,"State College borough, PA",78.66269025,0.000531,148253.5071,19,100,5070,building_footprint_area,Indiana & Armstrong Counties PUMA,42,PA,0.000531,G42001900,42,1900,4201900
G42002301,19200,"Harrisburg city, PA",140548.4573,0.999947926,140555.7766,32001,100,5070,building_footprint_area,Cumberland (West) & Perry Counties--Carlisle Borough PUMA,42,PA,0.999947926,G42002301,42,2301,4202301
G42003013,19600,"Newark city, NJ",36.59544849,0.000266,137590.4829,6,100,5070,building_footprint_area,Bucks County (Southern Central) PUMA,42,PA,0.000266,G42003013,42,3013,4203013
G42001600,16400,"Youngstown city, OH",35.82673994,0.000186,192959.8751,18,100,5070,building_footprint_area,Butler County PUMA,42,PA,0.000186,G42001600,42,1600,4201600
G42003111,19700,"Philadelphia city, PA",120384.6803,1.0,120384.6803,12157,100,5070,building_footprint_area,Montgomery County (Western Upper)--Pottstown Borough PUMA,42,PA,1.0,G42003111,42,3111,4203111
G42002402,18700,"Sunbury city, PA",0.557624936,4.91e-06,113579.0756,1,100,5070,building_footprint_area,Dauphin County (Outer)--Hershey PUMA,42,PA,4.91e-06,G42002402,42,2402,4202402
G42003015,19700,"Philadelphia city, PA",146586.0232,1.0,146586.0232,8313,100,5070,building_footprint_area,Bucks County (Eastern Lower) PUMA,42,PA,1.0,G42003015,42,3015,4203015
G42002500,19100,"Reading city, PA",141659.7085,1.0,141659.7085,19380,100,5070,building_footprint_area,Lebanon County PUMA,42,PA,1.0,G42002500,42,2500,4202500
G42002200,16100,"State College borough, PA",43951.34549,0.264265286,166315.244,15508,100,5070,building_footprint_area,Blair & Huntingdon Counties--Altoona City PUMA,42,PA,0.264265286,G42002200,42,2200,4202200
G42003113,19700,"Philadelphia city, PA",103863.5509,1.0,103863.5509,7567,100,5070,building_footprint_area,Montgomery County (Northern Central)--Lansdale Borough PUMA,42,PA,1.0,G42003113,42,3113,4203113
G42001200,16200,"Altoona city, PA",26.61392009,0.00017,156452.5764,6,100,5070,building_footprint_area,Centre County PUMA,42,PA,0.00017,G42001200,42,1200,4201200
G42002200,16200,"Altoona city, PA",122358.2608,0.735700817,166315.244,18310,100,5070,building_footprint_area,Blair & Huntingdon Counties--Altoona City PUMA,42,PA,0.735700817,G42002200,42,2200,4202200
G42000300,16300,"Pittsburgh city, PA",14.77308345,8.56e-05,172599.2683,3,100,5070,building_footprint_area,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",42,PA,8.56e-05,G42000300,42,300,4200300
G42003014,19700,"Philadelphia city, PA",135302.8397,1.0,135302.8397,7746,100,5070,building_footprint_area,Bucks County (Western Lower) PUMA,42,PA,1.0,G42003014,42,3014,4203014
G42002702,19100,"Reading city, PA",150077.6529,0.999713598,150120.6477,8539,100,5070,building_footprint_area,Berks County (Southwest)--Reading City PUMA,42,PA,0.999713598,G42002702,42,2702,4202702
G42003115,19700,"Philadelphia city, PA",142012.023,1.0,142012.023,11878,100,5070,building_footprint_area,Montgomery County (Northeastern Lower)--Willow Grove & Horsham PUMA,42,PA,1.0,G42003115,42,3115,4203115
G42000300,16200,"Altoona city, PA",4.199237943,2.43e-05,172599.2683,3,100,5070,building_footprint_area,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",42,PA,2.43e-05,G42000300,42,300,4200300
G42002100,16200,"Altoona city, PA",133093.9202,0.999874111,133110.6774,23582,100,5070,building_footprint_area,Cambria County PUMA,42,PA,0.999874111,G42002100,42,2100,4202100
G42002100,16100,"State College borough, PA",10.68206781,8.02e-05,133110.6774,5,100,5070,building_footprint_area,Cambria County PUMA,42,PA,8.02e-05,G42002100,42,2100,4202100
G42003114,19700,"Philadelphia city, PA",148882.0458,1.0,148882.0458,10228,100,5070,building_footprint_area,Montgomery County (Southern Central)--Norristown Borough PUMA,42,PA,1.0,G42003114,42,3114,4203114
G42001900,16200,"Altoona city, PA",20.59682557,0.000139,148253.5071,10,100,5070,building_footprint_area,Indiana & Armstrong Counties PUMA,42,PA,0.000139,G42001900,42,1900,4201900
G42003221,19700,"Philadelphia city, PA",144088.8644,1.0,144088.8644,3397,100,5070,building_footprint_area,Philadelphia City (Far Northeast) PUMA,42,PA,1.0,G42003221,42,3221,4203221
G42003411,19700,"Philadelphia city, PA",99943.36264,0.999883293,99955.02812,16267,100,5070,building_footprint_area,Chester County (North) PUMA,42,PA,0.999883293,G42003411,42,3411,4203411
G42003117,19700,"Philadelphia city, PA",123930.1075,1.0,123930.1075,6528,100,5070,building_footprint_area,Montgomery County (Eastern Lower) PUMA,42,PA,1.0,G42003117,42,3117,4203117
G42003503,19100,"Reading city, PA",175941.2635,0.999325667,176059.9865,32504,100,5070,building_footprint_area,Lancaster County (East)--Ephrata Borough PUMA,42,PA,0.999325667,G42003503,42,3503,4203503
G42002100,16300,"Pittsburgh city, PA",6.075140655,4.56e-05,133110.6774,3,100,5070,building_footprint_area,Cambria County PUMA,42,PA,4.56e-05,G42002100,42,2100,4202100
G42003222,19700,"Philadelphia city, PA",186587.7436,1.0,186587.7436,2563,100,5070,building_footprint_area,Philadelphia City (Central and Lower Northeast) PUMA,42,PA,1.0,G42003222,42,3222,4203222
G42001100,16100,"State College borough, PA",31.0745848,0.000205,151766.2511,18,100,5070,building_footprint_area,"Mifflin, Union, Snyder & Juniata Counties PUMA",42,PA,0.000205,G42001100,42,1100,4201100
G42002401,19200,"Harrisburg city, PA",170612.4632,1.0,170612.4632,9050,100,5070,building_footprint_area,Dauphin County (Central)--Harrisburg City & Colonial Park PUMA,42,PA,1.0,G42002401,42,2401,4202401
G42003412,19700,"Philadelphia city, PA",103394.3915,1.0,103394.3915,11068,100,5070,building_footprint_area,Chester County (West)--Phoenixville Borough PUMA,42,PA,1.0,G42003412,42,3412,4203412
G42003502,19100,"Reading city, PA",113310.0517,0.999979857,113312.3342,14610,100,5070,building_footprint_area,Lancaster County (Northwest)--Elizabethtown Borough PUMA,42,PA,0.999979857,G42003502,42,3502,4203502
G42003223,19700,"Philadelphia city, PA",102405.3257,1.0,102405.3257,1294,100,5070,building_footprint_area,Philadelphia City (North Delaware) PUMA,42,PA,1.0,G42003223,42,3223,4203223
G42002402,19100,"Reading city, PA",152.0509841,0.001338724,113579.0756,18,100,5070,building_footprint_area,Dauphin County (Outer)--Hershey PUMA,42,PA,0.001338724,G42002402,42,2402,4202402
G42003216,19700,"Philadelphia city, PA",140000.4784,1.0,140000.4784,3478,100,5070,building_footprint_area,Philadelphia City (Northwest) PUMA,42,PA,1.0,G42003216,42,3216,4203216
G42003224,19700,"Philadelphia city, PA",140950.7087,1.0,140950.7087,1761,100,5070,building_footprint_area,Philadelphia City (Upper North) PUMA,42,PA,1.0,G42003224,42,3224,4203224
G42003116,19700,"Philadelphia city, PA",106395.8052,1.0,106395.8052,7019,100,5070,building_footprint_area,Montgomery County (Southern Lower)--King of Prussia PUMA,42,PA,1.0,G42003116,42,3116,4203116
G42002702,19700,"Philadelphia city, PA",42.99479835,0.000286,150120.6477,7,100,5070,building_footprint_area,Berks County (Southwest)--Reading City PUMA,42,PA,0.000286,G42002702,42,2702,4202702
G42002302,19200,"Harrisburg city, PA",160496.7789,1.0,160496.7789,14237,100,5070,building_footprint_area,Cumberland County (East) PUMA,42,PA,1.0,G42002302,42,2302,4202302
G42001512,16300,"Pittsburgh city, PA",138789.4438,1.0,138789.4438,19733,100,5070,building_footprint_area,Beaver County (South) PUMA,42,PA,1.0,G42001512,42,1512,4201512
G42003225,19700,"Philadelphia city, PA",132041.8791,1.0,132041.8791,1471,100,5070,building_footprint_area,Philadelphia City (North) PUMA,42,PA,1.0,G42003225,42,3225,4203225
G42003311,19700,"Philadelphia city, PA",161465.2183,1.0,161465.2183,10744,100,5070,building_footprint_area,Delaware County (North)--Broomall PUMA,42,PA,1.0,G42003311,42,3311,4203311
G42003228,19700,"Philadelphia city, PA",173950.1144,1.0,173950.1144,2062,100,5070,building_footprint_area,Philadelphia City (Lower North and River Wards) PUMA,42,PA,1.0,G42003228,42,3228,4203228
G42003411,19100,"Reading city, PA",11.66548347,0.000117,99955.02812,2,100,5070,building_footprint_area,Chester County (North) PUMA,42,PA,0.000117,G42003411,42,3411,4203411
G42002011,16300,"Pittsburgh city, PA",113064.1189,1.0,113064.1189,18347,100,5070,building_footprint_area,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City PUMA,42,PA,1.0,G42002011,42,2011,4202011
G42003227,19700,"Philadelphia city, PA",151001.9268,1.0,151001.9268,1880,100,5070,building_footprint_area,Philadelphia City (West and West Park) PUMA,42,PA,1.0,G42003227,42,3227,4203227
G42003503,19700,"Philadelphia city, PA",118.7230157,0.000674,176059.9865,26,100,5070,building_footprint_area,Lancaster County (East)--Ephrata Borough PUMA,42,PA,0.000674,G42003503,42,3503,4203503
G42001802,16300,"Pittsburgh city, PA",164757.9496,1.0,164757.9496,20184,100,5070,building_footprint_area,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA,42,PA,1.0,G42001802,42,1802,4201802
G42003413,19700,"Philadelphia city, PA",121240.1327,1.0,121240.1327,11178,100,5070,building_footprint_area,Chester County (East Central)--West Chester Borough PUMA,42,PA,1.0,G42003413,42,3413,4203413
G42003230,19700,"Philadelphia city, PA",147602.2153,1.0,147602.2153,1047,100,5070,building_footprint_area,Philadelphia City (Central) PUMA,42,PA,1.0,G42003230,42,3230,4203230
G42003414,19700,"Philadelphia city, PA",100093.8057,1.0,100093.8057,13453,100,5070,building_footprint_area,Chester County (West Central)--Coatesville City PUMA,42,PA,1.0,G42003414,42,3414,4203414
G42002200,19200,"Harrisburg city, PA",2.714097068,1.63e-05,166315.244,6,100,5070,building_footprint_area,Blair & Huntingdon Counties--Altoona City PUMA,42,PA,1.63e-05,G42002200,42,2200,4202200
G42003229,19700,"Philadelphia city, PA",125790.125,1.0,125790.125,1421,100,5070,building_footprint_area,Philadelphia City (University-Southwest and Lower Southwest) PUMA,42,PA,1.0,G42003229,42,3229,4203229
G42003312,19700,"Philadelphia city, PA",161994.5143,1.0,161994.5143,4217,100,5070,building_footprint_area,"Delaware County (East)--Yeadon, Lansdowne, Darby Boroughs & Drexel Hill PUMA",42,PA,1.0,G42003312,42,3312,4203312
G42003602,19200,"Harrisburg city, PA",130335.7795,0.999149435,130446.7329,23702,100,5070,building_footprint_area,York County (North)--Weigelstown PUMA,42,PA,0.999149435,G42003602,42,3602,4203602
G42003504,19100,"Reading city, PA",137974.228,0.999992831,137975.2171,14485,100,5070,building_footprint_area,Lancaster County (Southwest)--Columbia Borough PUMA,42,PA,0.999992831,G42003504,42,3504,4203504
G42003231,19700,"Philadelphia city, PA",145282.9541,1.0,145282.9541,1237,100,5070,building_footprint_area,Philadelphia City (South and Lower South) PUMA,42,PA,1.0,G42003231,42,3231,4203231
G42003502,19200,"Harrisburg city, PA",2.282491684,2.01e-05,113312.3342,1,100,5070,building_footprint_area,Lancaster County (Northwest)--Elizabethtown Borough PUMA,42,PA,2.01e-05,G42003502,42,3502,4203502
G42003501,19100,"Reading city, PA",121519.495,1.0,121519.495,6120,100,5070,building_footprint_area,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA",42,PA,1.0,G42003501,42,3501,4203501
G42001804,16300,"Pittsburgh city, PA",172206.8954,1.0,172206.8954,11982,100,5070,building_footprint_area,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA",42,PA,1.0,G42001804,42,1804,4201804
G42001803,16300,"Pittsburgh city, PA",129091.1529,1.0,129091.1529,9736,100,5070,building_footprint_area,Allegheny County (North Central) PUMA,42,PA,1.0,G42001803,42,1803,4201803
G42002013,16300,"Pittsburgh city, PA",118335.9965,0.999913278,118346.2598,25743,100,5070,building_footprint_area,Westmoreland County (East & South) PUMA,42,PA,0.999913278,G42002013,42,2013,4202013
G42003602,19100,"Reading city, PA",110.9533969,0.000851,130446.7329,36,100,5070,building_footprint_area,York County (North)--Weigelstown PUMA,42,PA,0.000851,G42003602,42,3602,4203602
G54000100,16300,"Pittsburgh city, PA",11.90162393,9.57e-05,124339.4994,10,100,5070,building_footprint_area,"Ohio, Marshall, Hancock, Brooke Counties PUMA",54,WV,9.57e-05,G54000100,54,100,5400100
G42001801,16300,"Pittsburgh city, PA",115622.8508,1.0,115622.8508,10160,100,5070,building_footprint_area,Allegheny County (West) PUMA,42,PA,1.0,G42001801,42,1801,4201801
G42003504,19200,"Harrisburg city, PA",0.989076078,7.17e-06,137975.2171,1,100,5070,building_footprint_area,Lancaster County (Southwest)--Columbia Borough PUMA,42,PA,7.17e-06,G42003504,42,3504,4203504
G42003601,19200,"Harrisburg city, PA",172149.785,1.0,172149.785,11811,100,5070,building_footprint_area,York County (Central)--York City & Shiloh PUMA,42,PA,1.0,G42003601,42,3601,4203601
G42001701,16300,"Pittsburgh city, PA",191643.1774,1.0,191643.1774,5178,100,5070,building_footprint_area,Pittsburgh City (North) PUMA,42,PA,1.0,G42001701,42,1701,4201701
G42003603,19100,"Reading city, PA",19.94574232,0.000132,151185.024,7,100,5070,building_footprint_area,York County (South) PUMA,42,PA,0.000132,G42003603,42,3603,4203603
G42003702,19200,"Harrisburg city, PA",204.2381625,0.001577848,129440.9992,29,100,5070,building_footprint_area,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,42,PA,0.001577848,G42003702,42,3702,4203702
G42002301,17400,"Hagerstown city, MD",7.319277257,5.21e-05,140555.7766,4,100,5070,building_footprint_area,Cumberland (West) & Perry Counties--Carlisle Borough PUMA,42,PA,5.21e-05,G42002301,42,2301,4202301
G42003800,16100,"State College borough, PA",20.54681683,0.000151,135894.5324,3,100,5070,building_footprint_area,"Somerset, Bedford & Fulton Counties PUMA",42,PA,0.000151,G42003800,42,3800,4203800
G42001702,16300,"Pittsburgh city, PA",111638.0809,1.0,111638.0809,4427,100,5070,building_footprint_area,Pittsburgh City (South) PUMA,42,PA,1.0,G42001702,42,1702,4201702
G42004011,16300,"Pittsburgh city, PA",133538.9797,0.999974754,133542.3511,21398,100,5070,building_footprint_area,Washington County (North)--Washington City PUMA,42,PA,0.999974754,G42004011,42,4011,4204011
G42002012,16300,"Pittsburgh city, PA",122152.2437,1.0,122152.2437,14664,100,5070,building_footprint_area,Westmoreland County (West)--Greensburg City PUMA,42,PA,1.0,G42002012,42,2012,4202012
G42001805,16300,"Pittsburgh city, PA",109566.4377,1.0,109566.4377,9149,100,5070,building_footprint_area,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",42,PA,1.0,G42001805,42,1805,4201805
G42001806,16300,"Pittsburgh city, PA",131144.0235,1.0,131144.0235,5866,100,5070,building_footprint_area,Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA,42,PA,1.0,G42001806,42,1806,4201806
G42002200,17400,"Hagerstown city, MD",2.923583612,1.76e-05,166315.244,2,100,5070,building_footprint_area,Blair & Huntingdon Counties--Altoona City PUMA,42,PA,1.76e-05,G42002200,42,2200,4202200
G42001807,16300,"Pittsburgh city, PA",120299.3434,1.0,120299.3434,9701,100,5070,building_footprint_area,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA,42,PA,1.0,G42001807,42,1807,4201807
G42002013,16200,"Altoona city, PA",10.26323977,8.67e-05,118346.2598,8,100,5070,building_footprint_area,Westmoreland County (East & South) PUMA,42,PA,8.67e-05,G42002013,42,2013,4202013
G42004011,15500,"Steubenville city, OH",3.371390462,2.52e-05,133542.3511,2,100,5070,building_footprint_area,Washington County (North)--Washington City PUMA,42,PA,2.52e-05,G42004011,42,4011,4204011
G42004012,16300,"Pittsburgh city, PA",109909.2463,0.999980261,109911.4159,28863,100,5070,building_footprint_area,Washington (South) & Greene Counties PUMA,42,PA,0.999980261,G42004012,42,4012,4204012
G42003800,16300,"Pittsburgh city, PA",13.49793905,9.93e-05,135894.5324,8,100,5070,building_footprint_area,"Somerset, Bedford & Fulton Counties PUMA",42,PA,9.93e-05,G42003800,42,3800,4203800
G54000100,15600,"Wheeling city, WV",72735.93081,0.584978476,124339.4994,13548,100,5070,building_footprint_area,"Ohio, Marshall, Hancock, Brooke Counties PUMA",54,WV,0.584978476,G54000100,54,100,5400100
G42003800,17501,"Cumberland city, MD",1.443162531,1.06e-05,135894.5324,2,100,5070,building_footprint_area,"Somerset, Bedford & Fulton Counties PUMA",42,PA,1.06e-05,G42003800,42,3800,4203800
G42003900,16200,"Altoona city, PA",0.154629767,1.2e-06,128583.6317,1,100,5070,building_footprint_area,Fayette County PUMA,42,PA,1.2e-06,G42003900,42,3900,4203900
G42003900,16702,"Morgantown city, WV",8.174461126,6.36e-05,128583.6317,2,100,5070,building_footprint_area,Fayette County PUMA,42,PA,6.36e-05,G42003900,42,3900,4203900
G42004012,16702,"Morgantown city, WV",2.169590056,1.97e-05,109911.4159,2,100,5070,building_footprint_area,Washington (South) & Greene Counties PUMA,42,PA,1.97e-05,G42004012,42,4012,4204012
G44000107,20401,"Providence city, RI",146567.4193,1.0,146567.4193,8345,100,5070,building_footprint_area,Central Providence County--Providence Inner Ring PUMA,44,RI,1.0,G44000107,44,107,4400107
G44000103,20401,"Providence city, RI",190376.3897,1.0,190376.3897,3382,100,5070,building_footprint_area,Providence City PUMA,44,RI,1.0,G44000103,44,103,4400103
G44000400,20901,"Bridgeport city, CT",26.53303385,0.000206,128550.5826,4,100,5070,building_footprint_area,South Rhode Island--Washington County PUMA,44,RI,0.000206,G44000400,44,400,4400400
G45000602,900,"Charlotte city, NC",106518.1867,1.0,106518.1867,14419,100,5070,building_footprint_area,York County (East & South)--Fort Mill Town PUMA,45,SC,1.0,G45000602,45,602,4500602
G45000403,700,"Spartanburg city, SC",106124.0449,1.0,106124.0449,15290,100,5070,building_footprint_area,Spartanburg County (Central)--Spartanburg City PUMA,45,SC,1.0,G45000403,45,403,4500403
G45000401,8300,"Greenville city, SC",3.474956036,3.09e-05,112494.7728,1,100,5070,building_footprint_area,Spartanburg County (North)--Landrum City PUMA,45,SC,3.09e-05,G45000401,45,401,4500401
G45000402,700,"Spartanburg city, SC",107869.4139,0.999776485,107893.5297,20106,100,5070,building_footprint_area,Spartanburg County (West and South)--Greer & Woodruff Cities PUMA,45,SC,0.999776485,G45000402,45,402,4500402
G45000201,8300,"Greenville city, SC",106189.2802,0.999999241,106189.3608,25377,100,5070,building_footprint_area,"Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley PUMA",45,SC,0.999999241,G45000201,45,201,4500201
G45000402,8300,"Greenville city, SC",24.1158255,0.000224,107893.5297,10,100,5070,building_footprint_area,Spartanburg County (West and South)--Greer & Woodruff Cities PUMA,45,SC,0.000224,G45000402,45,402,4500402
G45000800,700,"Spartanburg city, SC",27176.67689,0.20600668,131921.3384,9172,100,5070,building_footprint_area,"Laurens, Newberry & Union Counties PUMA",45,SC,0.20600668,G45000800,45,800,4500800
G45000304,8300,"Greenville city, SC",107924.1357,0.997598516,108183.9376,9970,100,5070,building_footprint_area,Greenville County (Central East)--Greer City (South & West) PUMA,45,SC,0.997598516,G45000304,45,304,4500304
G45000304,700,"Spartanburg city, SC",259.8019467,0.002401484,108183.9376,29,100,5070,building_footprint_area,Greenville County (Central East)--Greer City (South & West) PUMA,45,SC,0.002401484,G45000304,45,304,4500304
G45000101,8300,"Greenville city, SC",102938.5954,0.999995633,102939.0449,26853,100,5070,building_footprint_area,"Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PUMA",45,SC,0.999995633,G45000101,45,101,4500101
G45000302,8300,"Greenville city, SC",100572.4693,1.0,100572.4693,13048,100,5070,building_footprint_area,Greenville County (South & West)--Outside Greenville City PUMA,45,SC,1.0,G45000302,45,302,4500302
G45000303,8300,"Greenville city, SC",100177.3026,1.0,100177.3026,7326,100,5070,building_footprint_area,Greenville County (Central)--Greenville & Mauldin Cities PUMA,45,SC,1.0,G45000303,45,303,4500303
G45001501,8000,"Sumter city, SC",65170.49875,0.475604236,137026.7417,19056,100,5070,building_footprint_area,Richland (Northeast and North Central) & Kershaw Counties PUMA,45,SC,0.475604236,G45001501,45,1501,4501501
G45001600,1302,"Florence city, SC",62408.90549,0.472902601,131969.8928,17141,100,5070,building_footprint_area,"Chesterfield, Darlington & Marlboro Counties PUMA",45,SC,0.472902601,G45001600,45,1600,4501600
G45000305,8300,"Greenville city, SC",111872.7145,0.999551208,111922.9446,12078,100,5070,building_footprint_area,Greenville (South & East)--Outside Greenville & Greer (South) Cities PUMA,45,SC,0.999551208,G45000305,45,305,4500305
G45000305,700,"Spartanburg city, SC",50.23010087,0.000449,111922.9446,5,100,5070,building_footprint_area,Greenville (South & East)--Outside Greenville & Greer (South) Cities PUMA,45,SC,0.000449,G45000305,45,305,4500305
G45001501,900,"Charlotte city, NC",19.82604256,0.000145,137026.7417,16,100,5070,building_footprint_area,Richland (Northeast and North Central) & Kershaw Counties PUMA,45,SC,0.000145,G45001501,45,1501,4501501
G45000800,8300,"Greenville city, SC",67202.98739,0.509417113,131921.3384,20497,100,5070,building_footprint_area,"Laurens, Newberry & Union Counties PUMA",45,SC,0.509417113,G45000800,45,800,4500800
G45000901,8300,"Greenville city, SC",123408.9337,1.0,123408.9337,22292,100,5070,building_footprint_area,Anderson (Central & Northeast) County--Anderson City PUMA,45,SC,1.0,G45000901,45,901,4500901
G45000700,8100,"Columbia city, SC",20827.90972,0.145000838,143639.927,8127,100,5070,building_footprint_area,"Chester, Fairfield & Lancaster Counties PUMA",45,SC,0.145000838,G45000700,45,700,4500700
G45000700,8000,"Sumter city, SC",10.64867872,7.41e-05,143639.927,3,100,5070,building_footprint_area,"Chester, Fairfield & Lancaster Counties PUMA",45,SC,7.41e-05,G45000700,45,700,4500700
G45002500,1302,"Florence city, SC",136191.8151,0.999977185,136194.9223,26570,100,5070,building_footprint_area,Florence County PUMA,45,SC,0.999977185,G45002500,45,2500,4502500
G45001700,8000,"Sumter city, SC",121431.7927,0.999746149,121462.6261,26662,100,5070,building_footprint_area,Lee & Sumter Counties PUMA,45,SC,0.999746149,G45001700,45,1700,4501700
G45001600,8000,"Sumter city, SC",3.147442102,2.38e-05,131969.8928,2,100,5070,building_footprint_area,"Chesterfield, Darlington & Marlboro Counties PUMA",45,SC,2.38e-05,G45001600,45,1600,4501600
G45001700,1302,"Florence city, SC",30.83335525,0.000254,121462.6261,8,100,5070,building_footprint_area,Lee & Sumter Counties PUMA,45,SC,0.000254,G45001700,45,1700,4501700
G45000800,8100,"Columbia city, SC",37541.67413,0.284576207,131921.3384,13351,100,5070,building_footprint_area,"Laurens, Newberry & Union Counties PUMA",45,SC,0.284576207,G45000800,45,800,4500800
G45001001,8300,"Greenville city, SC",103976.489,1.0,103976.489,31949,100,5070,building_footprint_area,Abbeville & Anderson (South) Counties--Belton City PUMA,45,SC,1.0,G45001001,45,1001,4501001
G45000101,9302,"Toccoa city, GA",0.449495763,4.37e-06,102939.0449,1,100,5070,building_footprint_area,"Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PUMA",45,SC,4.37e-06,G45000101,45,101,4500101
G45002701,1302,"Florence city, SC",134174.9729,0.999132047,134291.5317,15943,100,5070,building_footprint_area,Horry (Central and North) County--North Myrtle Beach City PUMA,45,SC,0.999132047,G45002701,45,2701,4502701
G45001501,8100,"Columbia city, SC",71836.41693,0.524251077,137026.7417,6104,100,5070,building_footprint_area,Richland (Northeast and North Central) & Kershaw Counties PUMA,45,SC,0.524251077,G45001501,45,1501,4501501
G45001401,8100,"Columbia city, SC",121580.5032,0.999962096,121585.1117,14441,100,5070,building_footprint_area,Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities PUMA,45,SC,0.999962096,G45001401,45,1401,4501401
G45001100,8300,"Greenville city, SC",78456.74159,0.63957049,122670.9843,18259,100,5070,building_footprint_area,"Edgefield, Greenwood, McCormick & Saluda Counties PUMA",45,SC,0.63957049,G45001100,45,1100,4501100
G45001401,8000,"Sumter city, SC",4.608508468,3.79e-05,121585.1117,2,100,5070,building_footprint_area,Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities PUMA,45,SC,3.79e-05,G45001401,45,1401,4501401
G45002702,1302,"Florence city, SC",154202.8936,0.999852865,154225.5856,13489,100,5070,building_footprint_area,Horry (Central and South) County--Myrtle Beach City PUMA,45,SC,0.999852865,G45002702,45,2702,4502702
G45001301,8100,"Columbia city, SC",156255.8899,1.0,156255.8899,22235,100,5070,building_footprint_area,Lexington (North and East) County--Irmo (West) & West Columbia Cities PUMA,45,SC,1.0,G45001301,45,1301,4501301
G45001403,8100,"Columbia city, SC",101810.0577,1.0,101810.0577,11819,100,5070,building_footprint_area,Richland County (South & Central)--Forest Acres & Dentsville Cities PUMA,45,SC,1.0,G45001403,45,1403,4501403
G45001402,8100,"Columbia city, SC",119143.7499,1.0,119143.7499,7639,100,5070,building_footprint_area,Richland County (Central)--Columbia City PUMA,45,SC,1.0,G45001402,45,1402,4501402
G45002400,8000,"Sumter city, SC",31023.54495,0.248661852,124761.98,10881,100,5070,building_footprint_area,"Clarendon, Georgetown & Williamsburg Counties PUMA",45,SC,0.248661852,G45002400,45,2400,4502400
G45001100,8100,"Columbia city, SC",18773.05945,0.153035859,122670.9843,8280,100,5070,building_footprint_area,"Edgefield, Greenwood, McCormick & Saluda Counties PUMA",45,SC,0.153035859,G45001100,45,1100,4501100
G45002400,1302,"Florence city, SC",93734.17516,0.751304004,124761.98,26593,100,5070,building_footprint_area,"Clarendon, Georgetown & Williamsburg Counties PUMA",45,SC,0.751304004,G45002400,45,2400,4502400
G45002500,8000,"Sumter city, SC",3.107248783,2.28e-05,136194.9223,1,100,5070,building_footprint_area,Florence County PUMA,45,SC,2.28e-05,G45002500,45,2500,4502500
